"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2008","EL30","Million euro","116,716.94",""
"2008","EL41","Million euro","3,513.52",""
"2008","EL42","Million euro","8,183.03",""
"2008","EL43","Million euro","11,807.52",""
"2008","ES11","Million euro","58,586.07",""
"2008","ES12","Million euro","23,990.38",""
"2008","ES13","Million euro","13,279.84",""
"2008","ES21","Million euro","67,701.04",""
"2008","ES22","Million euro","18,739.48",""
"2008","ES23","Million euro","8,275.66",""
"2008","ES24","Million euro","35,616.75",""
"2008","ES30","Million euro","202,013.71",""
"2008","ES41","Million euro","57,094.65",""
"2008","ES42","Million euro","40,391.08",""
"2008","ES43","Million euro","18,155.6",""
"2008","ES51","Million euro","209,013.65",""
"2008","ES52","Million euro","108,512.42",""
"2008","ES53","Million euro","27,195.04",""
"2008","ES61","Million euro","152,143.74",""
"2008","ES62","Million euro","29,138.44",""
"2008","ES63","Million euro","1,573.49",""
"2008","ES64","Million euro","1,411.54",""
"2008","ES70","Million euro","42,584.14",""
"2008","ESZZ","Million euro","808.4",""
"2008","FR10","Million euro",":",""
"2008","FRB0","Million euro",":",""
"2008","FRC1","Million euro",":",""
"2008","FRC2","Million euro",":",""
"2008","FRD1","Million euro",":",""
"2008","FRD2","Million euro",":",""
"2008","FRE1","Million euro",":",""
"2008","FRE2","Million euro",":",""
"2008","FRF1","Million euro",":",""
"2008","FRF2","Million euro",":",""
"2008","FRF3","Million euro",":",""
"2008","FRG0","Million euro",":",""
"2008","FRH0","Million euro",":",""
"2008","FRI1","Million euro",":",""
"2008","FRI2","Million euro",":",""
"2008","FRI3","Million euro",":",""
"2008","FRJ1","Million euro",":",""
"2008","FRJ2","Million euro",":",""
"2008","FRK1","Million euro",":",""
"2008","FRK2","Million euro",":",""
"2008","FRL0","Million euro",":",""
"2008","FRM0","Million euro",":",""
"2008","FRY1","Million euro",":",""
"2008","FRY2","Million euro",":",""
"2008","FRY3","Million euro",":",""
"2008","FRY4","Million euro",":",""
"2008","FRY5","Million euro",":",""
"2008","FRZZ","Million euro",":",""
"2008","HR03","Million euro","15,399.6",""
"2008","HR04","Million euro","32,739.2",""
"2008","ITC1","Million euro","129,163.69",""
"2008","ITC2","Million euro","4,486.56",""
"2008","ITC3","Million euro","49,253.56",""
"2008","ITC4","Million euro","346,188.6",""
"2008","ITH1","Million euro","18,541.02",""
"2008","ITH2","Million euro","17,495.39",""
"2008","ITH3","Million euro","147,219.96",""
"2008","ITH4","Million euro","35,923.84",""
"2008","ITH5","Million euro","142,842.2",""
"2008","ITI1","Million euro","106,095.99",""
"2008","ITI2","Million euro","22,967.2",""
"2008","ITI3","Million euro","40,973.72",""
"2008","ITI4","Million euro","185,198.94",""
"2008","ITF1","Million euro","30,862.67",""
"2008","ITF2","Million euro","6,755.99",""
"2008","ITF3","Million euro","105,536.78",""
"2008","ITF4","Million euro","70,506.11",""
"2008","ITF5","Million euro","11,571.41",""
"2008","ITF6","Million euro","33,815.85",""
"2008","ITG1","Million euro","91,119.55",""
"2008","ITG2","Million euro","33,925.99",""
"2008","ITZZ","Million euro","1,705.56",""
"2008","CY00","Million euro","19,006.18",""
"2008","LV00","Million euro","24,309.3",""
"2008","LVZZ","Million euro","45.54",""
"2008","LT01","Million euro",":",""
"2008","LT02","Million euro",":",""
"2008","LU00","Million euro","38,128.58",""
"2008","HU11","Million euro","40,695.86",""
"2008","HU12","Million euro","11,303.58",""
"2008","HU21","Million euro","10,713.26",""
"2008","HU22","Million euro","10,403.62",""
"2008","HU23","Million euro","6,994.77",""
"2008","HU31","Million euro","8,248.9",""
"2008","HU32","Million euro","10,169.14",""
"2008","HU33","Million euro","9,592.34",""
"2008","HUZZ","Million euro","0",""
"2008","MT00","Million euro","6,115.96",""
"2008","MTZZ","Million euro","12.72",""
"2008","NL11","Million euro",":",""
"2008","NL12","Million euro",":",""
"2008","NL13","Million euro",":",""
"2008","NL21","Million euro",":",""
"2008","NL22","Million euro",":",""
"2008","NL23","Million euro",":",""
"2008","NL31","Million euro",":",""
"2008","NL32","Million euro",":",""
"2008","NL33","Million euro",":",""
"2008","NL34","Million euro",":",""
"2008","NL41","Million euro",":",""
"2008","NL42","Million euro",":",""
"2008","NLZZ","Million euro",":",""
"2008","AT11","Million euro","6,410",""
"2008","AT12","Million euro","46,347.7",""
"2008","AT13","Million euro","76,693.89",""
"2008","AT21","Million euro","16,762.73",""
"2008","AT22","Million euro","37,601.39",""
"2008","AT31","Million euro","49,712.78",""
"2008","AT32","Million euro","21,340.18",""
"2008","AT33","Million euro","25,318.72",""
"2008","AT34","Million euro","13,458.09",""
"2008","ATZZ","Million euro","116.42",""
"2008","PL21","Million euro",":",""
"2008","PL22","Million euro",":",""
"2008","PL41","Million euro",":",""
"2008","PL42","Million euro",":",""
"2008","PL43","Million euro",":",""
"2008","PL51","Million euro",":",""
"2008","PL52","Million euro",":",""
"2008","PL61","Million euro",":",""
"2008","PL62","Million euro",":",""
"2008","PL63","Million euro",":",""
"2008","PL71","Million euro",":",""
"2008","PL72","Million euro",":",""
"2008","PL81","Million euro",":",""
"2008","PL82","Million euro",":",""
"2008","PL84","Million euro",":",""
"2008","PL91","Million euro",":",""
"2008","PL92","Million euro",":",""
"2008","PT11","Million euro","50,458.22",""
"2008","PT15","Million euro","7,848.16",""
"2008","PT16","Million euro","33,236.37",""
"2008","PT17","Million euro","67,278.83",""
"2008","PT18","Million euro","11,781.04",""
"2008","PT20","Million euro","3,760.66",""
"2008","PT30","Million euro","4,448.49",""
"2008","PTZZ","Million euro","60.81",""
"2008","RO11","Million euro","16,689.58",""
"2008","RO12","Million euro","16,486.3",""
"2008","RO21","Million euro","15,519.27",""
"2008","RO22","Million euro","15,177.8",""
"2008","RO31","Million euro","18,358.1",""
"2008","RO32","Million euro","38,342.48",""
"2008","RO41","Million euro","11,393.59",""
"2008","RO42","Million euro","14,501.5",""
"2008","ROZZ","Million euro","122",""
"2008","SI03","Million euro","16,820.69",""
"2008","SI04","Million euro","21,130.5",""
"2008","SK01","Million euro","17,342.13",""
"2008","SK02","Million euro","21,708.91",""
"2008","SK03","Million euro","13,402.08",""
"2008","SK04","Million euro","13,549.66",""
"2008","FI19","Million euro","44,183.42",""
"2008","FI1B","Million euro","72,790.89",""
"2008","FI1C","Million euro","37,419.27",""
"2008","FI1D","Million euro","38,161.75",""
"2008","FI20","Million euro","1,085.53",""
"2008","FIZZ","Million euro","70.13",""
"2008","SE11","Million euro","103,389.12",""
"2008","SE12","Million euro","50,894.62",""
"2008","SE21","Million euro","27,168.4",""
"2008","SE22","Million euro","45,342.05",""
"2008","SE23","Million euro","68,792.53",""
"2008","SE31","Million euro","26,263.5",""
"2008","SE32","Million euro","12,474.85",""
"2008","SE33","Million euro","18,326.82",""
"2008","SEZZ","Million euro","89.71",""
"2008","UKC1","Million euro","25,978.5",""
"2008","UKC2","Million euro","35,505.34",""
"2008","UKD1","Million euro","13,434.71",""
"2008","UKD3","Million euro","72,798.08",""
"2008","UKD4","Million euro","35,896.68",""
"2008","UKD6","Million euro","31,623.83",""
"2008","UKD7","Million euro","36,934.71",""
"2008","UKE1","Million euro","23,555.5",""
"2008","UKE2","Million euro","22,532.74",""
"2008","UKE3","Million euro","29,211.93",""
"2008","UKE4","Million euro","59,554.88",""
"2008","UKF1","Million euro","50,816.28",""
"2008","UKF2","Million euro","46,569.79",""
"2008","UKF3","Million euro","15,692.57",""
"2008","UKG1","Million euro","34,706",""
"2008","UKG2","Million euro","37,048.5",""
"2008","UKG3","Million euro","68,043.68",""
"2008","UKH1","Million euro","66,005.09",""
"2008","UKH2","Million euro","58,047.79",""
"2008","UKH3","Million euro","43,999.69",""
"2008","UKI3","Million euro","176,033.47",""
"2008","UKI4","Million euro","102,161.28",""
"2008","UKI5","Million euro","40,320.8",""
"2008","UKI6","Million euro","36,906.95",""
"2008","UKI7","Million euro","71,442.26",""
"2008","UKJ1","Million euro","96,565.91",""
"2008","UKJ2","Million euro","90,953.89",""
"2008","UKJ3","Million euro","59,826.87",""
"2008","UKJ4","Million euro","45,336.09",""
"2008","UKK1","Million euro","74,947.69",""
"2008","UKK2","Million euro","32,332.96",""
"2008","UKK3","Million euro","11,373.92",""
"2008","UKK4","Million euro","27,159.47",""
"2008","UKL1","Million euro","37,394.05",""
"2008","UKL2","Million euro","29,705.97",""
"2008","UKM5","Million euro","23,022.61",""
"2008","UKM6","Million euro","13,175.21",""
"2008","UKM7","Million euro","60,182.13",""
"2008","UKM8","Million euro","41,047.97",""
"2008","UKM9","Million euro","17,392.55",""
"2008","UKN0","Million euro","44,378.55",""
"2008","UKZZ","Million euro","44,352.18",""
"2008","NO01","Million euro","71,793.06",""
"2008","NO02","Million euro","13,312.56",""
"2008","NO03","Million euro","35,884.24",""
"2008","NO04","Million euro","35,736.44",""
"2008","NO05","Million euro","40,159.78",""
"2008","NO06","Million euro","17,224.28",""
"2008","NO07","Million euro","18,001.49",""
"2008","NOZZ","Million euro","85,118.45",""
"2008","ME00","Million euro","3,103.3",""
"2008","MK00","Million euro","6,772.1",""
"2008","AL01","Million euro","2,079.67",""
"2008","AL02","Million euro","4,207.03",""
"2008","AL03","Million euro","2,513.6",""
"2008","RS11","Million euro",":",""
"2008","RS12","Million euro",":",""
"2008","RS21","Million euro",":",""
"2008","RS22","Million euro",":",""
"2008","RSZZ","Million euro",":",""
"2008","TR10","Million euro","158,091.2",""
"2008","TR21","Million euro","12,024.31",""
"2008","TR22","Million euro","10,894.18",""
"2008","TR31","Million euro","32,791.64",""
"2008","TR32","Million euro","17,275.28",""
"2008","TR33","Million euro","17,250.58",""
"2008","TR41","Million euro","28,908.93",""
"2008","TR42","Million euro","28,468.81",""
"2008","TR51","Million euro","52,513.72",""
"2008","TR52","Million euro","11,977.54",""
"2008","TR61","Million euro","21,082.88",""
"2008","TR62","Million euro","19,773.56",""
"2008","TR63","Million euro","12,349.55",""
"2008","TR71","Million euro","6,960.38",""
"2008","TR72","Million euro","12,468.32",""
"2008","TR81","Million euro","4,831.83",""
"2008","TR82","Million euro","3,833.19",""
"2008","TR83","Million euro","13,240.96",""
"2008","TR90","Million euro","12,617.73",""
"2008","TRA1","Million euro","4,498.26",""
"2008","TRA2","Million euro","3,143.19",""
"2008","TRB1","Million euro","6,809.66",""
"2008","TRB2","Million euro","5,341.31",""
