"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2008","TRC1","Million euro","9,748.3",""
"2008","TRC2","Million euro","8,979.14",""
"2008","TRC3","Million euro","5,937.75",""
"2009","BE10","Million euro","64,866.62",""
"2009","BE21","Million euro","65,375.51",""
"2009","BE22","Million euro","21,646.01",""
"2009","BE23","Million euro","41,749.6",""
"2009","BE24","Million euro","37,200.43",""
"2009","BE25","Million euro","35,247.41",""
"2009","BE31","Million euro","13,214.01",""
"2009","BE32","Million euro","27,407.44",""
"2009","BE33","Million euro","25,290.29",""
"2009","BE34","Million euro","5,772.59",""
"2009","BE35","Million euro","10,818.04",""
"2009","BEZZ","Million euro","193.14",""
"2009","BG31","Million euro","2,823.84",""
"2009","BG32","Million euro","3,060.16",""
"2009","BG33","Million euro","4,012.79",""
"2009","BG34","Million euro","4,578.17",""
"2009","BG41","Million euro","17,560.01",""
"2009","BG42","Million euro","5,282.7",""
"2009","CZ01","Million euro","37,949.9",""
"2009","CZ02","Million euro","15,919.06",""
"2009","CZ03","Million euro","15,047.59",""
"2009","CZ04","Million euro","12,927.85",""
"2009","CZ05","Million euro","17,400.43",""
"2009","CZ06","Million euro","21,188.02",""
"2009","CZ07","Million euro","13,881.19",""
"2009","CZ08","Million euro","14,367.97",""
"2009","DK01","Million euro","85,989.65",""
"2009","DK02","Million euro","23,437.27",""
"2009","DK03","Million euro","45,297.11",""
"2009","DK04","Million euro","48,727.33",""
"2009","DK05","Million euro","21,130.47",""
"2009","DKZZ","Million euro","6,696.12",""
"2009","DE11","Million euro","144,872.96",""
"2009","DE12","Million euro","93,194.92",""
"2009","DE13","Million euro","61,933.47",""
"2009","DE14","Million euro","55,494.78",""
"2009","DE21","Million euro","184,699.69",""
"2009","DE22","Million euro","33,587.73",""
"2009","DE23","Million euro","32,162.76",""
"2009","DE24","Million euro","29,228.57",""
"2009","DE25","Million euro","55,705.22",""
"2009","DE26","Million euro","38,729.64",""
"2009","DE27","Million euro","52,592.78",""
"2009","DE30","Million euro","99,267.09",""
"2009","DE40","Million euro","53,627.23",""
"2009","DE50","Million euro","25,161.93",""
"2009","DE60","Million euro","91,715.21",""
"2009","DE71","Million euro","157,993.7",""
"2009","DE72","Million euro","27,491.33",""
"2009","DE73","Million euro","34,010.89",""
"2009","DE80","Million euro","34,100.85",""
"2009","DE91","Million euro","46,021.05",""
"2009","DE92","Million euro","62,704.57",""
"2009","DE93","Million euro","35,661.33",""
"2009","DE94","Million euro","65,441.27",""
"2009","DEA1","Million euro","177,723.73",""
"2009","DEA2","Million euro","146,701.11",""
"2009","DEA3","Million euro","68,409.92",""
"2009","DEA4","Million euro","59,112.51",""
"2009","DEA5","Million euro","98,430.87",""
"2009","DEB1","Million euro","38,435.47",""
"2009","DEB2","Million euro","12,336.57",""
"2009","DEB3","Million euro","57,587.08",""
"2009","DEC0","Million euro","28,690.46",""
"2009","DED2","Million euro","36,409.42",""
"2009","DED4","Million euro","31,591.58",""
"2009","DED5","Million euro","23,167.05",""
"2009","DEE0","Million euro","48,530.45",""
"2009","DEF0","Million euro","72,241.33",""
"2009","DEG0","Million euro","45,513.46",""
"2009","EE00","Million euro","14,145.86",""
"2009","IE04","Million euro","20,048.98",""
"2009","IE05","Million euro","54,356.39",""
"2009","IE06","Million euro","95,695.14",""
"2009","EL51","Million euro","9,306.01",""
"2009","EL52","Million euro","32,439.07",""
"2009","EL53","Million euro","5,038.6",""
"2009","EL54","Million euro","5,024.51",""
"2009","EL61","Million euro","11,814.34",""
"2009","EL62","Million euro","4,200.25",""
"2009","EL63","Million euro","10,889.66",""
"2009","EL64","Million euro","10,404.88",""
"2009","EL65","Million euro","9,912.12",""
"2009","EL30","Million euro","116,000.89",""
"2009","EL41","Million euro","3,395.47",""
"2009","EL42","Million euro","7,599.14",""
"2009","EL43","Million euro","11,509.23",""
"2009","ES11","Million euro","56,742.06",""
"2009","ES12","Million euro","22,724.92",""
"2009","ES13","Million euro","12,810.14",""
"2009","ES21","Million euro","64,938.34",""
"2009","ES22","Million euro","18,205.76",""
"2009","ES23","Million euro","7,950.57",""
"2009","ES24","Million euro","34,139.19",""
"2009","ES30","Million euro","199,508.68",""
"2009","ES41","Million euro","55,460.18",""
"2009","ES42","Million euro","39,212.3",""
"2009","ES43","Million euro","17,778.37",""
"2009","ES51","Million euro","202,037.46",""
"2009","ES52","Million euro","102,786.08",""
"2009","ES53","Million euro","26,154.3",""
"2009","ES61","Million euro","146,322.01",""
"2009","ES62","Million euro","27,798.25",""
"2009","ES63","Million euro","1,564.8",""
"2009","ES64","Million euro","1,406.61",""
"2009","ES70","Million euro","40,696.45",""
"2009","ESZZ","Million euro","815.43",""
"2009","FR10","Million euro",":",""
"2009","FRB0","Million euro",":",""
"2009","FRC1","Million euro",":",""
"2009","FRC2","Million euro",":",""
"2009","FRD1","Million euro",":",""
"2009","FRD2","Million euro",":",""
"2009","FRE1","Million euro",":",""
"2009","FRE2","Million euro",":",""
"2009","FRF1","Million euro",":",""
"2009","FRF2","Million euro",":",""
"2009","FRF3","Million euro",":",""
"2009","FRG0","Million euro",":",""
"2009","FRH0","Million euro",":",""
"2009","FRI1","Million euro",":",""
"2009","FRI2","Million euro",":",""
"2009","FRI3","Million euro",":",""
"2009","FRJ1","Million euro",":",""
"2009","FRJ2","Million euro",":",""
"2009","FRK1","Million euro",":",""
"2009","FRK2","Million euro",":",""
"2009","FRL0","Million euro",":",""
"2009","FRM0","Million euro",":",""
"2009","FRY1","Million euro",":",""
"2009","FRY2","Million euro",":",""
"2009","FRY3","Million euro",":",""
"2009","FRY4","Million euro",":",""
"2009","FRY5","Million euro",":",""
"2009","FRZZ","Million euro",":",""
"2009","HR03","Million euro","14,317.51",""
"2009","HR04","Million euro","30,827.87",""
"2009","ITC1","Million euro","120,668.91",""
"2009","ITC2","Million euro","4,289.19",""
"2009","ITC3","Million euro","46,986.49",""
"2009","ITC4","Million euro","330,594.01",""
"2009","ITH1","Million euro","18,448.24",""
"2009","ITH2","Million euro","17,220.6",""
"2009","ITH3","Million euro","142,048.49",""
"2009","ITH4","Million euro","33,967.9",""
"2009","ITH5","Million euro","135,580.74",""
"2009","ITI1","Million euro","104,028.6",""
"2009","ITI2","Million euro","21,583.59",""
"2009","ITI3","Million euro","39,856.36",""
"2009","ITI4","Million euro","182,492.11",""
"2009","ITF1","Million euro","29,747.41",""
"2009","ITF2","Million euro","6,587.46",""
"2009","ITF3","Million euro","102,678.05",""
"2009","ITF4","Million euro","68,785.39",""
"2009","ITF5","Million euro","10,936.51",""
"2009","ITF6","Million euro","33,091.76",""
"2009","ITG1","Million euro","88,796.04",""
"2009","ITG2","Million euro","33,089.66",""
"2009","ITZZ","Million euro","1,400.89",""
"2009","CY00","Million euro","18,673.53",""
"2009","LV00","Million euro","18,713.27",""
"2009","LVZZ","Million euro","36.06",""
"2009","LT01","Million euro",":",""
"2009","LT02","Million euro",":",""
"2009","LU00","Million euro","36,976.52",""
"2009","HU11","Million euro","36,693.18",""
"2009","HU12","Million euro","9,761.94",""
"2009","HU21","Million euro","8,632.85",""
"2009","HU22","Million euro","8,764.92",""
"2009","HU23","Million euro","6,135.29",""
"2009","HU31","Million euro","6,950.68",""
"2009","HU32","Million euro","9,115.16",""
"2009","HU33","Million euro","8,208.47",""
"2009","HUZZ","Million euro","0",""
"2009","MT00","Million euro","6,125.72",""
"2009","MTZZ","Million euro","12.9",""
"2009","NL11","Million euro",":",""
"2009","NL12","Million euro",":",""
"2009","NL13","Million euro",":",""
"2009","NL21","Million euro",":",""
"2009","NL22","Million euro",":",""
"2009","NL23","Million euro",":",""
"2009","NL31","Million euro",":",""
"2009","NL32","Million euro",":",""
"2009","NL33","Million euro",":",""
"2009","NL34","Million euro",":",""
"2009","NL41","Million euro",":",""
"2009","NL42","Million euro",":",""
"2009","NLZZ","Million euro",":",""
"2009","AT11","Million euro","6,441.6",""
"2009","AT12","Million euro","45,200.08",""
"2009","AT13","Million euro","76,312.79",""
"2009","AT21","Million euro","16,157.87",""
"2009","AT22","Million euro","36,635.21",""
"2009","AT31","Million euro","48,055.03",""
"2009","AT32","Million euro","20,852.16",""
"2009","AT33","Million euro","25,155.92",""
"2009","AT34","Million euro","13,109.9",""
"2009","ATZZ","Million euro","124.57",""
"2009","PL21","Million euro",":",""
"2009","PL22","Million euro",":",""
"2009","PL41","Million euro",":",""
"2009","PL42","Million euro",":",""
"2009","PL43","Million euro",":",""
"2009","PL51","Million euro",":",""
"2009","PL52","Million euro",":",""
"2009","PL61","Million euro",":",""
"2009","PL62","Million euro",":",""
"2009","PL63","Million euro",":",""
"2009","PL71","Million euro",":",""
"2009","PL72","Million euro",":",""
"2009","PL81","Million euro",":",""
"2009","PL82","Million euro",":",""
"2009","PL84","Million euro",":",""
"2009","PL91","Million euro",":",""
"2009","PL92","Million euro",":",""
"2009","PT11","Million euro","49,209.51",""
"2009","PT15","Million euro","7,448.5",""
"2009","PT16","Million euro","32,941.16",""
"2009","PT17","Million euro","66,244.97",""
"2009","PT18","Million euro","11,343.51",""
"2009","PT20","Million euro","3,729.3",""
"2009","PT30","Million euro","4,335.29",""
"2009","PTZZ","Million euro","195.94",""
"2009","RO11","Million euro","14,444.1",""
"2009","RO12","Million euro","14,255.98",""
"2009","RO21","Million euro","13,430.26",""
"2009","RO22","Million euro","13,239.62",""
"2009","RO31","Million euro","16,437.02",""
"2009","RO32","Million euro","30,938.08",""
"2009","RO41","Million euro","9,977.53",""
"2009","RO42","Million euro","12,388.98",""
"2009","ROZZ","Million euro","102.34",""
"2009","SI03","Million euro","15,856.24",""
"2009","SI04","Million euro","20,309.96",""
"2009","SK01","Million euro","17,954.73",""
"2009","SK02","Million euro","20,606.46",""
"2009","SK03","Million euro","12,769.18",""
"2009","SK04","Million euro","12,692.69",""
"2009","FI19","Million euro","41,018.99",""
"2009","FI1B","Million euro","69,996.63",""
"2009","FI1C","Million euro","34,218.96",""
"2009","FI1D","Million euro","34,572.71",""
"2009","FI20","Million euro","1,149.3",""
"2009","FIZZ","Million euro","72.41",""
"2009","SE11","Million euro","96,061.68",""
"2009","SE12","Million euro","44,616.1",""
"2009","SE21","Million euro","22,468.4",""
"2009","SE22","Million euro","39,362.56",""
"2009","SE23","Million euro","59,203.71",""
"2009","SE31","Million euro","22,340.16",""
"2009","SE32","Million euro","11,077.28",""
"2009","SE33","Million euro","14,784.79",""
"2009","SEZZ","Million euro","93.6",""
"2009","UKC1","Million euro","23,336.03",""
"2009","UKC2","Million euro","30,824.26",""
"2009","UKD1","Million euro","11,721.62",""
"2009","UKD3","Million euro","64,829.41",""
"2009","UKD4","Million euro","30,651.72",""
"2009","UKD6","Million euro","28,460.46",""
"2009","UKD7","Million euro","33,737.72",""
"2009","UKE1","Million euro","21,806.58",""
"2009","UKE2","Million euro","19,383.63",""
"2009","UKE3","Million euro","25,441.01",""
"2009","UKE4","Million euro","52,242.63",""
"2009","UKF1","Million euro","44,127.09",""
"2009","UKF2","Million euro","40,311.49",""
"2009","UKF3","Million euro","13,350.89",""
"2009","UKG1","Million euro","29,577.04",""
"2009","UKG2","Million euro","31,283.95",""
"2009","UKG3","Million euro","59,006.19",""
"2009","UKH1","Million euro","57,421.29",""
"2009","UKH2","Million euro","49,701.36",""
"2009","UKH3","Million euro","38,053.68",""
"2009","UKI3","Million euro","158,086.02",""
"2009","UKI4","Million euro","92,191.78",""
"2009","UKI5","Million euro","33,151.08",""
"2009","UKI6","Million euro","30,705.95",""
"2009","UKI7","Million euro","59,374.69",""
"2009","UKJ1","Million euro","84,156.35",""
"2009","UKJ2","Million euro","78,605.5",""
"2009","UKJ3","Million euro","52,639.47",""
"2009","UKJ4","Million euro","38,561.44",""
"2009","UKK1","Million euro","66,628.76",""
"2009","UKK2","Million euro","28,263.27",""
"2009","UKK3","Million euro","9,617.87",""
"2009","UKK4","Million euro","23,466.66",""
"2009","UKL1","Million euro","32,553.36",""
"2009","UKL2","Million euro","26,333.29",""
"2009","UKM5","Million euro","20,275.91",""
"2009","UKM6","Million euro","11,811.59",""
"2009","UKM7","Million euro","54,341.45",""
"2009","UKM8","Million euro","36,320.89",""
"2009","UKM9","Million euro","15,045.48",""
"2009","UKN0","Million euro","38,762.33",""
"2009","UKZZ","Million euro","29,222.1",""
"2009","NO01","Million euro","68,912.4",""
"2009","NO02","Million euro","12,589.77",""
"2009","NO03","Million euro","33,813.38",""
"2009","NO04","Million euro","34,421.73",""
"2009","NO05","Million euro","38,941.22",""
"2009","NO06","Million euro","16,681.78",""
"2009","NO07","Million euro","17,685.27",""
"2009","NOZZ","Million euro","55,512.35",""
"2009","ME00","Million euro","2,993.9",""
"2009","MK00","Million euro","6,766.5",""
"2009","AL01","Million euro","2,071.69",""
"2009","AL02","Million euro","4,153.74",""
"2009","AL03","Million euro","2,436.77",""
"2009","RS11","Million euro",":",""
"2009","RS12","Million euro",":",""
"2009","RS21","Million euro",":",""
"2009","RS22","Million euro",":",""
"2009","RSZZ","Million euro",":",""
"2009","TR10","Million euro","138,854.98",""
"2009","TR21","Million euro","10,627.67",""
"2009","TR22","Million euro","9,830",""
"2009","TR31","Million euro","28,465.59",""
"2009","TR32","Million euro","15,150.99",""
"2009","TR33","Million euro","15,319.39",""
"2009","TR41","Million euro","25,033.94",""
"2009","TR42","Million euro","24,225.45",""
"2009","TR51","Million euro","46,935.46",""
"2009","TR52","Million euro","10,998.2",""
"2009","TR61","Million euro","18,852.64",""
"2009","TR62","Million euro","17,787.25",""
"2009","TR63","Million euro","11,100.03",""
"2009","TR71","Million euro","6,376.34",""
"2009","TR72","Million euro","11,075.37",""
"2009","TR81","Million euro","4,191.68",""
"2009","TR82","Million euro","3,471.89",""
"2009","TR83","Million euro","11,776.46",""
"2009","TR90","Million euro","11,174.35",""
"2009","TRA1","Million euro","4,238.55",""
"2009","TRA2","Million euro","2,942.36",""
"2009","TRB1","Million euro","6,262.92",""
"2009","TRB2","Million euro","4,885.18",""
"2009","TRC1","Million euro","8,631.36",""
"2009","TRC2","Million euro","8,209.21",""
"2009","TRC3","Million euro","5,508.64",""
"2010","BE10","Million euro","67,690.83",""
"2010","BE21","Million euro","68,762.54",""
"2010","BE22","Million euro","22,717.2",""
"2010","BE23","Million euro","43,503.76",""
"2010","BE24","Million euro","38,191.4",""
"2010","BE25","Million euro","36,828.87",""
"2010","BE31","Million euro","15,175.77",""
"2010","BE32","Million euro","28,496.71",""
"2010","BE33","Million euro","26,131.46",""
"2010","BE34","Million euro","5,985.02",""
"2010","BE35","Million euro","11,372.19",""
"2010","BEZZ","Million euro","244.75",""
"2010","BG31","Million euro","2,786",""
"2010","BG32","Million euro","3,031.39",""
"2010","BG33","Million euro","4,047.26",""
"2010","BG34","Million euro","4,556.23",""
"2010","BG41","Million euro","18,381.14",""
"2010","BG42","Million euro","5,428.51",""
"2010","CZ01","Million euro","40,265.86",""
"2010","CZ02","Million euro","16,629.81",""
"2010","CZ03","Million euro","15,874.45",""
"2010","CZ04","Million euro","13,178.67",""
"2010","CZ05","Million euro","18,523.7",""
"2010","CZ06","Million euro","22,273.7",""
"2010","CZ07","Million euro","14,595.73",""
"2010","CZ08","Million euro","15,376.32",""
"2010","DK01","Million euro","93,399.91",""
"2010","DK02","Million euro","24,547.41",""
"2010","DK03","Million euro","47,069.35",""
"2010","DK04","Million euro","49,135.59",""
"2010","DK05","Million euro","21,366.13",""
"2010","DKZZ","Million euro","7,646.89",""
"2010","DE11","Million euro","159,984.55",""
"2010","DE12","Million euro","98,661.16",""
"2010","DE13","Million euro","65,957.61",""
"2010","DE14","Million euro","60,309.64",""
"2010","DE21","Million euro","193,647.53",""
"2010","DE22","Million euro","36,542.98",""
"2010","DE23","Million euro","34,569.23",""
"2010","DE24","Million euro","30,594.66",""
"2010","DE25","Million euro","58,143.27",""
"2010","DE26","Million euro","41,146.16",""
"2010","DE27","Million euro","55,559.03",""
"2010","DE30","Million euro","103,291.96",""
"2010","DE40","Million euro","56,033.82",""
"2010","DE50","Million euro","26,718.76",""
"2010","DE60","Million euro","94,577.94",""
"2010","DE71","Million euro","163,086.6",""
"2010","DE72","Million euro","28,449.1",""
"2010","DE73","Million euro","35,634.96",""
"2010","DE80","Million euro","34,968.91",""
"2010","DE91","Million euro","51,032.26",""
"2010","DE92","Million euro","65,497.36",""
"2010","DE93","Million euro","36,994.91",""
"2010","DE94","Million euro","69,326.64",""
"2010","DEA1","Million euro","180,354.73",""
"2010","DEA2","Million euro","150,452.78",""
"2010","DEA3","Million euro","71,491.12",""
"2010","DEA4","Million euro","60,929.14",""
"2010","DEA5","Million euro","102,944.94",""
"2010","DEB1","Million euro","40,448.16",""
"2010","DEB2","Million euro","12,670.95",""
"2010","DEB3","Million euro","61,218.98",""
"2010","DEC0","Million euro","30,295.42",""
"2010","DED2","Million euro","37,721.99",""
"2010","DED4","Million euro","33,198.09",""
"2010","DED5","Million euro","24,132.43",""
"2010","DEE0","Million euro","51,349.93",""
"2010","DEF0","Million euro","73,897.81",""
"2010","DEG0","Million euro","48,224.5",""
"2010","EE00","Million euro","14,716.53",""
"2010","IE04","Million euro","20,421.99",""
"2010","IE05","Million euro","52,971.15",""
"2010","IE06","Million euro","94,328.1",""
"2010","EL51","Million euro","9,197.63",""
"2010","EL52","Million euro","30,347.86",""
"2010","EL53","Million euro","4,980.91",""
"2010","EL54","Million euro","4,930.15",""
"2010","EL61","Million euro","10,835.34",""
"2010","EL62","Million euro","3,992.38",""
"2010","EL63","Million euro","10,671.39",""
"2010","EL64","Million euro","9,903.19",""
"2010","EL65","Million euro","9,429.89",""
"2010","EL30","Million euro","110,462.15",""
"2010","EL41","Million euro","3,184.47",""
"2010","EL42","Million euro","7,236.17",""
"2010","EL43","Million euro","10,859.92",""
"2010","ES11","Million euro","57,028.03",""
"2010","ES12","Million euro","22,869.83",""
"2010","ES13","Million euro","12,826.97",""
"2010","ES21","Million euro","65,683.84",""
"2010","ES22","Million euro","18,257.73",""
"2010","ES23","Million euro","8,014.06",""
"2010","ES24","Million euro","34,408.15",""
"2010","ES30","Million euro","197,925.56",""
"2010","ES41","Million euro","55,560.95",""
"2010","ES42","Million euro","39,231.99",""
"2010","ES43","Million euro","18,027.65",""
"2010","ES51","Million euro","203,334.36",""
"2010","ES52","Million euro","102,334.17",""
"2010","ES53","Million euro","26,195.9",""
"2010","ES61","Million euro","146,132.06",""
"2010","ES62","Million euro","27,985.88",""
"2010","ES63","Million euro","1,588.83",""
"2010","ES64","Million euro","1,423.18",""
"2010","ES70","Million euro","41,250.73",""
"2010","ESZZ","Million euro","855.02",""
"2010","FR10","Million euro",":",""
"2010","FRB0","Million euro",":",""
"2010","FRC1","Million euro",":",""
"2010","FRC2","Million euro",":",""
"2010","FRD1","Million euro",":",""
"2010","FRD2","Million euro",":",""
"2010","FRE1","Million euro",":",""
"2010","FRE2","Million euro",":",""
"2010","FRF1","Million euro",":",""
"2010","FRF2","Million euro",":",""
"2010","FRF3","Million euro",":",""
"2010","FRG0","Million euro",":",""
"2010","FRH0","Million euro",":",""
"2010","FRI1","Million euro",":",""
"2010","FRI2","Million euro",":",""
"2010","FRI3","Million euro",":",""
"2010","FRJ1","Million euro",":",""
"2010","FRJ2","Million euro",":",""
"2010","FRK1","Million euro",":",""
"2010","FRK2","Million euro",":",""
"2010","FRL0","Million euro",":",""
"2010","FRM0","Million euro",":",""
"2010","FRY1","Million euro",":",""
"2010","FRY2","Million euro",":",""
"2010","FRY3","Million euro",":",""
"2010","FRY4","Million euro",":",""
"2010","FRY5","Million euro",":",""
"2010","FRZZ","Million euro",":",""
"2010","HR03","Million euro","14,319.97",""
"2010","HR04","Million euro","30,835.56",""
"2010","ITC1","Million euro","125,313.08",""
"2010","ITC2","Million euro","4,487.32",""
"2010","ITC3","Million euro","46,687.84",""
"2010","ITC4","Million euro","345,569.18",""
"2010","ITH1","Million euro","19,081.46",""
"2010","ITH2","Million euro","17,602.4",""
"2010","ITH3","Million euro","144,738.18",""
"2010","ITH4","Million euro","35,169.44",""
"2010","ITH5","Million euro","138,755.13",""
"2010","ITI1","Million euro","105,152.46",""
"2010","ITI2","Million euro","21,947.41",""
"2010","ITI3","Million euro","39,921.13",""
"2010","ITI4","Million euro","184,141.23",""
"2010","ITF1","Million euro","30,580.96",""
"2010","ITF2","Million euro","6,552.48",""
"2010","ITF3","Million euro","101,429.69",""
"2010","ITF4","Million euro","69,989.8",""
"2010","ITF5","Million euro","10,797.55",""
"2010","ITF6","Million euro","32,975.42",""
"2010","ITG1","Million euro","88,965.75",""
"2010","ITG2","Million euro","33,149.74",""
"2010","ITZZ","Million euro","1,507.19",""
"2010","CY00","Million euro","19,299.51",""
"2010","LV00","Million euro","17,759.42",""
"2010","LVZZ","Million euro","29.23",""
"2010","LT01","Million euro","10,767.33",""
"2010","LT02","Million euro","17,260.33",""
"2010","LU00","Million euro","40,177.81",""
"2010","HU11","Million euro","37,928.53",""
"2010","HU12","Million euro","10,607.43",""
"2010","HU21","Million euro","9,383.73",""
"2010","HU22","Million euro","9,743.86",""
"2010","HU23","Million euro","6,299.67",""
"2010","HU31","Million euro","7,137.19",""
"2010","HU32","Million euro","9,312.82",""
"2010","HU33","Million euro","8,412.82",""
"2010","HUZZ","Million euro","0",""
"2010","MT00","Million euro","6,585.73",""
"2010","MTZZ","Million euro","13.78",""
"2010","NL11","Million euro",":",""
"2010","NL12","Million euro",":",""
"2010","NL13","Million euro",":",""
"2010","NL21","Million euro",":",""
"2010","NL22","Million euro",":",""
"2010","NL23","Million euro",":",""
"2010","NL31","Million euro",":",""
"2010","NL32","Million euro",":",""
"2010","NL33","Million euro",":",""
"2010","NL34","Million euro",":",""
"2010","NL41","Million euro",":",""
"2010","NL42","Million euro",":",""
"2010","NLZZ","Million euro",":",""
"2010","AT11","Million euro","6,698.37",""
"2010","AT12","Million euro","46,285.87",""
"2010","AT13","Million euro","78,130.06",""
"2010","AT21","Million euro","16,582.06",""
"2010","AT22","Million euro","37,576.19",""
"2010","AT31","Million euro","49,592.4",""
"2010","AT32","Million euro","21,867.35",""
"2010","AT33","Million euro","25,591.41",""
"2010","AT34","Million euro","13,443.88",""
"2010","ATZZ","Million euro","129.07",""
"2010","PL21","Million euro",":",""
"2010","PL22","Million euro",":",""
"2010","PL41","Million euro",":",""
"2010","PL42","Million euro",":",""
"2010","PL43","Million euro",":",""
"2010","PL51","Million euro",":",""
"2010","PL52","Million euro",":",""
"2010","PL61","Million euro",":",""
"2010","PL62","Million euro",":",""
"2010","PL63","Million euro",":",""
"2010","PL71","Million euro",":",""
"2010","PL72","Million euro",":",""
"2010","PL81","Million euro",":",""
"2010","PL82","Million euro",":",""
"2010","PL84","Million euro",":",""
"2010","PL91","Million euro",":",""
"2010","PL92","Million euro",":",""
"2010","PT11","Million euro","50,843.69",""
"2010","PT15","Million euro","7,540.9",""
"2010","PT16","Million euro","33,649.96",""
"2010","PT17","Million euro","67,653.26",""
"2010","PT18","Million euro","11,798.65",""
"2010","PT20","Million euro","3,835.78",""
"2010","PT30","Million euro","4,410.9",""
"2010","PTZZ","Million euro","196.68",""
"2010","RO11","Million euro","14,365.98",""
"2010","RO12","Million euro","14,296.83",""
"2010","RO21","Million euro","13,440.99",""
"2010","RO22","Million euro","13,365.92",""
"2010","RO31","Million euro","15,595.7",""
"2010","RO32","Million euro","31,523.69",""
"2010","RO41","Million euro","9,967.5",""
"2010","RO42","Million euro","12,697.95",""
"2010","ROZZ","Million euro","154.25",""
"2010","SI03","Million euro","15,888.15",""
"2010","SI04","Million euro","20,364.28",""
"2010","SK01","Million euro","18,990.81",""
"2010","SK02","Million euro","21,591.48",""
"2010","SK03","Million euro","13,512.57",""
"2010","SK04","Million euro","13,482.42",""
"2010","FI19","Million euro","42,531.95",""
"2010","FI1B","Million euro","72,507.86",""
"2010","FI1C","Million euro","34,461.78",""
"2010","FI1D","Million euro","36,372.57",""
"2010","FI20","Million euro","1,148.4",""
"2010","FIZZ","Million euro","77.44",""
"2010","SE11","Million euro","111,351.51",""
"2010","SE12","Million euro","53,467.08",""
"2010","SE21","Million euro","26,887.24",""
"2010","SE22","Million euro","46,987.48",""
"2010","SE23","Million euro","70,628.41",""
"2010","SE31","Million euro","26,824.52",""
"2010","SE32","Million euro","13,479.69",""
"2010","SE33","Million euro","19,739.77",""
"2010","SEZZ","Million euro","112.44",""
"2010","UKC1","Million euro","24,700.24",""
"2010","UKC2","Million euro","32,699.79",""
"2010","UKD1","Million euro","12,526.16",""
"2010","UKD3","Million euro","69,095.16",""
"2010","UKD4","Million euro","32,993.62",""
"2010","UKD6","Million euro","30,481.14",""
"2010","UKD7","Million euro","35,770.17",""
"2010","UKE1","Million euro","22,054.43",""
"2010","UKE2","Million euro","20,400.15",""
"2010","UKE3","Million euro","27,395.23",""
"2010","UKE4","Million euro","55,044.17",""
"2010","UKF1","Million euro","47,944.24",""
"2010","UKF2","Million euro","43,914.7",""
"2010","UKF3","Million euro","14,580.41",""
"2010","UKG1","Million euro","32,189.79",""
"2010","UKG2","Million euro","33,853.12",""
"2010","UKG3","Million euro","64,088.32",""
"2010","UKH1","Million euro","61,723.41",""
"2010","UKH2","Million euro","51,558.28",""
"2010","UKH3","Million euro","41,112.26",""
"2010","UKI3","Million euro","170,954.84",""
"2010","UKI4","Million euro","99,735.52",""
"2010","UKI5","Million euro","36,001.87",""
"2010","UKI6","Million euro","32,297.22",""
"2010","UKI7","Million euro","63,226.24",""
"2010","UKJ1","Million euro","90,357.41",""
"2010","UKJ2","Million euro","84,463.88",""
"2010","UKJ3","Million euro","57,173.5",""
"2010","UKJ4","Million euro","41,747.83",""
"2010","UKK1","Million euro","72,289.81",""
"2010","UKK2","Million euro","29,736.85",""
"2010","UKK3","Million euro","10,249.26",""
"2010","UKK4","Million euro","25,362.98",""
"2010","UKL1","Million euro","35,154.02",""
"2010","UKL2","Million euro","28,134.35",""
"2010","UKM5","Million euro","21,504.3",""
"2010","UKM6","Million euro","12,436.84",""
"2010","UKM7","Million euro","56,342.48",""
"2010","UKM8","Million euro","37,146.14",""
"2010","UKM9","Million euro","16,008.17",""
"2010","UKN0","Million euro","40,500",""
"2010","UKZZ","Million euro","35,590.24",""
"2010","NO01","Million euro","79,953.39",""
"2010","NO02","Million euro","14,198.83",""
"2010","NO03","Million euro","37,966.37",""
"2010","NO04","Million euro","40,289.85",""
"2010","NO05","Million euro","44,207.11",""
"2010","NO06","Million euro","19,545.89",""
"2010","NO07","Million euro","20,792.78",""
"2010","NOZZ","Million euro","67,088.97",""
"2010","ME00","Million euro","3,125.1",""
"2010","MK00","Million euro","7,108.3",""
"2010","AL01","Million euro","2,225.1",""
"2010","AL02","Million euro","4,211.07",""
"2010","AL03","Million euro","2,560.43",""
"2010","RS11","Million euro",":",""
"2010","RS12","Million euro",":",""
"2010","RS21","Million euro",":",""
"2010","RS22","Million euro",":",""
"2010","RSZZ","Million euro",":",""
"2010","TR10","Million euro","172,069.19",""
"2010","TR21","Million euro","13,803.05",""
"2010","TR22","Million euro","12,400.52",""
"2010","TR31","Million euro","35,842.71",""
"2010","TR32","Million euro","19,429.19",""
"2010","TR33","Million euro","18,767.88",""
"2010","TR41","Million euro","30,981.52",""
"2010","TR42","Million euro","31,028.22",""
"2010","TR51","Million euro","56,626.27",""
"2010","TR52","Million euro","13,048.33",""
"2010","TR61","Million euro","24,683.92",""
"2010","TR62","Million euro","22,788.2",""
"2010","TR63","Million euro","14,927.92",""
"2010","TR71","Million euro","8,350.97",""
"2010","TR72","Million euro","14,198.62",""
"2010","TR81","Million euro","5,418.89",""
"2010","TR82","Million euro","4,382.42",""
"2010","TR83","Million euro","14,817.11",""
"2010","TR90","Million euro","14,120.1",""
"2010","TRA1","Million euro","5,483",""
