"TIME","GEO","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"2007","BE21","Million euro","Balance","Balance of primary incomes/National income, net","40,211.4",""
"2007","BE24","Million euro","Balance","Balance of primary incomes/National income, net","29,778",""
"2007","BE25","Million euro","Balance","Balance of primary incomes/National income, net","25,601.8",""
"2007","BE32","Million euro","Balance","Balance of primary incomes/National income, net","22,434.1",""
"2007","BE33","Million euro","Balance","Balance of primary incomes/National income, net","19,511.3",""
"2007","BG33","Million euro","Balance","Balance of primary incomes/National income, net","2,087.84",""
"2007","BG34","Million euro","Balance","Balance of primary incomes/National income, net","2,454.36",""
"2007","BG41","Million euro","Balance","Balance of primary incomes/National income, net","6,905.93",""
"2007","CZ01","Million euro","Balance","Balance of primary incomes/National income, net","12,932.9",""
"2007","CZ04","Million euro","Balance","Balance of primary incomes/National income, net","7,343.05",""
"2007","CZ05","Million euro","Balance","Balance of primary incomes/National income, net","10,436.94",""
"2007","CZ06","Million euro","Balance","Balance of primary incomes/National income, net","11,810.6",""
"2007","CZ08","Million euro","Balance","Balance of primary incomes/National income, net","8,190.56",""
"2007","DK01","Million euro","Balance","Balance of primary incomes/National income, net","44,628.49",""
"2007","DK02","Million euro","Balance","Balance of primary incomes/National income, net","19,215.37",""
"2007","DK03","Million euro","Balance","Balance of primary incomes/National income, net","26,872.33",""
"2007","DK04","Million euro","Balance","Balance of primary incomes/National income, net","29,390.38",""
"2007","DK05","Million euro","Balance","Balance of primary incomes/National income, net","12,791.05",""
"2007","DE11","Million euro","Balance","Balance of primary incomes/National income, net","105,082.08",""
"2007","DE12","Million euro","Balance","Balance of primary incomes/National income, net","66,494.8",""
"2007","DE13","Million euro","Balance","Balance of primary incomes/National income, net","50,297.86",""
"2007","DE14","Million euro","Balance","Balance of primary incomes/National income, net","43,719.3",""
"2007","DE21","Million euro","Balance","Balance of primary incomes/National income, net","128,544.42",""
"2007","DE22","Million euro","Balance","Balance of primary incomes/National income, net","26,080.14",""
"2007","DE24","Million euro","Balance","Balance of primary incomes/National income, net","23,487.05",""
"2007","DE25","Million euro","Balance","Balance of primary incomes/National income, net","41,608.94",""
"2007","DE27","Million euro","Balance","Balance of primary incomes/National income, net","42,178.22",""
"2007","DE30","Million euro","Balance","Balance of primary incomes/National income, net","60,388.59",""
"2007","DE40","Million euro","Balance","Balance of primary incomes/National income, net","42,153.58",""
"2007","DE50","Million euro","Balance","Balance of primary incomes/National income, net","13,381.74",""
"2007","DE60","Million euro","Balance","Balance of primary incomes/National income, net","45,705.5",""
"2007","DE71","Million euro","Balance","Balance of primary incomes/National income, net","97,974.68",""
"2007","DE73","Million euro","Balance","Balance of primary incomes/National income, net","23,747.23",""
"2007","DE80","Million euro","Balance","Balance of primary incomes/National income, net","24,949.49",""
"2007","DE91","Million euro","Balance","Balance of primary incomes/National income, net","31,937.56",""
"2007","DE92","Million euro","Balance","Balance of primary incomes/National income, net","43,630.06",""
"2007","DE94","Million euro","Balance","Balance of primary incomes/National income, net","47,360.58",""
"2007","DEA1","Million euro","Balance","Balance of primary incomes/National income, net","115,576.56",""
"2007","DEA2","Million euro","Balance","Balance of primary incomes/National income, net","97,871.62",""
"2007","DEA3","Million euro","Balance","Balance of primary incomes/National income, net","52,495.86",""
"2007","DEA4","Million euro","Balance","Balance of primary incomes/National income, net","44,479.02",""
"2007","DEA5","Million euro","Balance","Balance of primary incomes/National income, net","77,373.19",""
"2007","DEB1","Million euro","Balance","Balance of primary incomes/National income, net","33,372.23",""
"2007","DEB2","Million euro","Balance","Balance of primary incomes/National income, net","11,285.4",""
"2007","DEB3","Million euro","Balance","Balance of primary incomes/National income, net","46,852.15",""
"2007","DEC0","Million euro","Balance","Balance of primary incomes/National income, net","20,160.16",""
"2007","DED2","Million euro","Balance","Balance of primary incomes/National income, net","25,456.93",""
"2007","DED5","Million euro","Balance","Balance of primary incomes/National income, net","15,446.38",""
"2007","DEE0","Million euro","Balance","Balance of primary incomes/National income, net","34,394.93",""
"2007","DEF0","Million euro","Balance","Balance of primary incomes/National income, net","60,433.68",""
"2007","DEG0","Million euro","Balance","Balance of primary incomes/National income, net","35,377.76",""
"2007","EE","Million euro","Balance","Balance of primary incomes/National income, net","8,887.4",""
"2007","IE04","Million euro","Balance","Balance of primary incomes/National income, net","14,184.66",""
"2007","IE05","Million euro","Balance","Balance of primary incomes/National income, net","31,160.53",""
"2007","IE06","Million euro","Balance","Balance of primary incomes/National income, net","53,430.54",""
"2007","EL51","Million euro","Balance","Balance of primary incomes/National income, net","6,718.14",""
"2007","EL52","Million euro","Balance","Balance of primary incomes/National income, net","23,528.01",""
"2007","EL53","Million euro","Balance","Balance of primary incomes/National income, net","3,454.54",""
"2007","EL54","Million euro","Balance","Balance of primary incomes/National income, net","3,969.33",""
"2007","EL61","Million euro","Balance","Balance of primary incomes/National income, net","8,953.72",""
"2007","EL62","Million euro","Balance","Balance of primary incomes/National income, net","2,652.55",""
"2007","EL63","Million euro","Balance","Balance of primary incomes/National income, net","7,928.66",""
"2007","EL64","Million euro","Balance","Balance of primary incomes/National income, net","6,826.67",""
"2007","EL65","Million euro","Balance","Balance of primary incomes/National income, net","7,162.78",""
"2007","EL30","Million euro","Balance","Balance of primary incomes/National income, net","68,853.05",""
"2007","EL41","Million euro","Balance","Balance of primary incomes/National income, net","2,430.91",""
"2007","EL42","Million euro","Balance","Balance of primary incomes/National income, net","4,348.66",""
"2007","EL43","Million euro","Balance","Balance of primary incomes/National income, net","7,934.44",""
"2007","ES11","Million euro","Balance","Balance of primary incomes/National income, net","36,255.8",""
"2007","ES12","Million euro","Balance","Balance of primary incomes/National income, net","15,282.5",""
"2007","ES13","Million euro","Balance","Balance of primary incomes/National income, net","8,682.1",""
"2007","ES21","Million euro","Balance","Balance of primary incomes/National income, net","42,406.7",""
"2007","ES22","Million euro","Balance","Balance of primary incomes/National income, net","11,980.6",""
"2007","ES23","Million euro","Balance","Balance of primary incomes/National income, net","5,098.5",""
"2007","ES24","Million euro","Balance","Balance of primary incomes/National income, net","22,266.3",""
"2007","ES30","Million euro","Balance","Balance of primary incomes/National income, net","127,058.8",""
"2007","ES41","Million euro","Balance","Balance of primary incomes/National income, net","36,826.3",""
"2007","ES42","Million euro","Balance","Balance of primary incomes/National income, net","25,629.2",""
"2007","ES43","Million euro","Balance","Balance of primary incomes/National income, net","11,702",""
"2007","ES51","Million euro","Balance","Balance of primary incomes/National income, net","132,660.6",""
"2007","ES52","Million euro","Balance","Balance of primary incomes/National income, net","67,857.4",""
"2007","ES53","Million euro","Balance","Balance of primary incomes/National income, net","17,368.5",""
"2007","ES61","Million euro","Balance","Balance of primary incomes/National income, net","95,851.3",""
"2007","ES62","Million euro","Balance","Balance of primary incomes/National income, net","17,979.1",""
"2007","ES63","Million euro","Balance","Balance of primary incomes/National income, net","1,039.4",""
"2007","ES64","Million euro","Balance","Balance of primary incomes/National income, net","942",""
"2007","ES70","Million euro","Balance","Balance of primary incomes/National income, net","26,885",""
"2007","ESZZ","Million euro","Balance","Balance of primary incomes/National income, net","542",""
"2007","FR10","Million euro","Balance","Balance of primary incomes/National income, net","330,129.4",""
"2007","FRB0","Million euro","Balance","Balance of primary incomes/National income, net","48,707.7",""
"2007","FRC1","Million euro","Balance","Balance of primary incomes/National income, net","31,165.6",""
"2007","FRC2","Million euro","Balance","Balance of primary incomes/National income, net","21,517.6",""
"2007","FRD1","Million euro","Balance","Balance of primary incomes/National income, net","25,554.1",""
"2007","FRD2","Million euro","Balance","Balance of primary incomes/National income, net","34,737",""
"2007","FRE1","Million euro","Balance","Balance of primary incomes/National income, net","67,240.5",""
"2007","FRE2","Million euro","Balance","Balance of primary incomes/National income, net","34,716.3",""
"2007","FRF1","Million euro","Balance","Balance of primary incomes/National income, net","37,454.4",""
"2007","FRF2","Million euro","Balance","Balance of primary incomes/National income, net","24,834.9",""
"2007","FRF3","Million euro","Balance","Balance of primary incomes/National income, net","42,377.8",""
"2007","FRG0","Million euro","Balance","Balance of primary incomes/National income, net","65,023.4",""
"2007","FRH0","Million euro","Balance","Balance of primary incomes/National income, net","56,675.3",""
"2007","FRI1","Million euro","Balance","Balance of primary incomes/National income, net","60,695.4",""
"2007","FRI2","Million euro","Balance","Balance of primary incomes/National income, net","12,943.6",""
"2007","FRI3","Million euro","Balance","Balance of primary incomes/National income, net","31,006.1",""
"2007","FRJ1","Million euro","Balance","Balance of primary incomes/National income, net","43,232.9",""
"2007","FRJ2","Million euro","Balance","Balance of primary incomes/National income, net","53,554.8",""
"2007","FRK1","Million euro","Balance","Balance of primary incomes/National income, net","24,136.8",""
"2007","FRK2","Million euro","Balance","Balance of primary incomes/National income, net","128,109.7",""
"2007","FRL0","Million euro","Balance","Balance of primary incomes/National income, net","92,492.1",""
"2007","FRM0","Million euro","Balance","Balance of primary incomes/National income, net","5,092.4",""
"2007","FRY1","Million euro","Balance","Balance of primary incomes/National income, net","6,103.1",""
"2007","FRY2","Million euro","Balance","Balance of primary incomes/National income, net","5,765.5",""
"2007","FRY3","Million euro","Balance","Balance of primary incomes/National income, net","2,306.2",""
"2007","FRY4","Million euro","Balance","Balance of primary incomes/National income, net","12,096",""
"2007","FRY5","Million euro","Balance","Balance of primary incomes/National income, net","918.4",""
"2007","HR03","Million euro","Balance","Balance of primary incomes/National income, net","8,047.83",""
"2007","HR04","Million euro","Balance","Balance of primary incomes/National income, net","17,569.94",""
"2007","ITC1","Million euro","Balance","Balance of primary incomes/National income, net","97,625.2",""
"2007","ITC2","Million euro","Balance","Balance of primary incomes/National income, net","2,785.2",""
"2007","ITC3","Million euro","Balance","Balance of primary incomes/National income, net","34,585.1",""
"2007","ITC4","Million euro","Balance","Balance of primary incomes/National income, net","242,519.2",""
"2007","ITH1","Million euro","Balance","Balance of primary incomes/National income, net","12,451",""
"2007","ITH3","Million euro","Balance","Balance of primary incomes/National income, net","104,585.9",""
"2007","ITH4","Million euro","Balance","Balance of primary incomes/National income, net","26,643.7",""
"2007","ITH5","Million euro","Balance","Balance of primary incomes/National income, net","104,976.2",""
"2007","ITI1","Million euro","Balance","Balance of primary incomes/National income, net","76,465.7",""
"2007","ITI2","Million euro","Balance","Balance of primary incomes/National income, net","16,626.9",""
"2007","ITI3","Million euro","Balance","Balance of primary incomes/National income, net","29,100.4",""
"2007","ITI4","Million euro","Balance","Balance of primary incomes/National income, net","118,037.6",""
"2007","ITF1","Million euro","Balance","Balance of primary incomes/National income, net","21,813.3",""
"2007","ITF3","Million euro","Balance","Balance of primary incomes/National income, net","78,560.4",""
"2007","ITF4","Million euro","Balance","Balance of primary incomes/National income, net","54,220",""
"2007","ITF6","Million euro","Balance","Balance of primary incomes/National income, net","24,679.1",""
"2007","ITG1","Million euro","Balance","Balance of primary incomes/National income, net","65,465.7",""
"2007","ITG2","Million euro","Balance","Balance of primary incomes/National income, net","23,652.1",""
"2007","CY0","Million euro","Balance","Balance of primary incomes/National income, net","10,847.66",""
"2007","CY00","Million euro","Balance","Balance of primary incomes/National income, net","10,847.66",""
"2007","LV00","Million euro","Balance","Balance of primary incomes/National income, net","13,132.47",""
"2007","LT01","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","LT02","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","LU00","Million euro","Balance","Balance of primary incomes/National income, net","14,441.39",""
"2007","HU11","Million euro","Balance","Balance of primary incomes/National income, net","16,533.78",""
"2007","HU32","Million euro","Balance","Balance of primary incomes/National income, net","6,667.75",""
"2007","NL13","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NL32","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NL33","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NL41","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NL42","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","AT12","Million euro","Balance","Balance of primary incomes/National income, net","37,183",""
"2007","AT13","Million euro","Balance","Balance of primary incomes/National income, net","38,878",""
"2007","AT21","Million euro","Balance","Balance of primary incomes/National income, net","11,686",""
"2007","AT22","Million euro","Balance","Balance of primary incomes/National income, net","25,647",""
"2007","AT31","Million euro","Balance","Balance of primary incomes/National income, net","31,927",""
"2007","AT32","Million euro","Balance","Balance of primary incomes/National income, net","12,228",""
"2007","AT33","Million euro","Balance","Balance of primary incomes/National income, net","15,527",""
"2007","PL21","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL22","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL41","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL42","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL51","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL61","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL63","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL71","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL82","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PL91","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","PT11","Million euro","Balance","Balance of primary incomes/National income, net","32,421.21",""
"2007","PT15","Million euro","Balance","Balance of primary incomes/National income, net","5,207.54",""
"2007","PT16","Million euro","Balance","Balance of primary incomes/National income, net","21,537.61",""
"2007","PT17","Million euro","Balance","Balance of primary incomes/National income, net","40,659.98",""
"2007","PT18","Million euro","Balance","Balance of primary incomes/National income, net","7,329.23",""
"2007","PT20","Million euro","Balance","Balance of primary incomes/National income, net","2,564.61",""
"2007","PT30","Million euro","Balance","Balance of primary incomes/National income, net","2,665.56",""
"2007","RO11","Million euro","Balance","Balance of primary incomes/National income, net","8,489.13",""
"2007","RO12","Million euro","Balance","Balance of primary incomes/National income, net","8,222.65",""
"2007","RO21","Million euro","Balance","Balance of primary incomes/National income, net","7,841.66",""
"2007","RO22","Million euro","Balance","Balance of primary incomes/National income, net","7,787.88",""
"2007","RO32","Million euro","Balance","Balance of primary incomes/National income, net","16,952.54",""
"2007","RO41","Million euro","Balance","Balance of primary incomes/National income, net","5,851.77",""
"2007","RO42","Million euro","Balance","Balance of primary incomes/National income, net","7,393.7",""
"2007","SI04","Million euro","Balance","Balance of primary incomes/National income, net","10,758.07",""
"2007","SK01","Million euro","Balance","Balance of primary incomes/National income, net","6,891.4",""
"2007","SK04","Million euro","Balance","Balance of primary incomes/National income, net","7,467.18",""
"2007","FI19","Million euro","Balance","Balance of primary incomes/National income, net","25,293.09",""
"2007","FI1B","Million euro","Balance","Balance of primary incomes/National income, net","37,314.4",""
"2007","FI1C","Million euro","Balance","Balance of primary incomes/National income, net","21,879.1",""
"2007","FI1D","Million euro","Balance","Balance of primary incomes/National income, net","22,244.79",""
"2007","FI20","Million euro","Balance","Balance of primary incomes/National income, net","621.63",""
"2007","SE11","Million euro","Balance","Balance of primary incomes/National income, net","49,749.19",""
"2007","SE12","Million euro","Balance","Balance of primary incomes/National income, net","29,659.25",""
"2007","SE21","Million euro","Balance","Balance of primary incomes/National income, net","15,624.59",""
"2007","SE22","Million euro","Balance","Balance of primary incomes/National income, net","26,858.63",""
"2007","SE23","Million euro","Balance","Balance of primary incomes/National income, net","38,061.97",""
"2007","SE31","Million euro","Balance","Balance of primary incomes/National income, net","15,053.24",""
"2007","SE32","Million euro","Balance","Balance of primary incomes/National income, net","6,857.22",""
"2007","SE33","Million euro","Balance","Balance of primary incomes/National income, net","9,277.2",""
"2007","UKC1","Million euro","Balance","Balance of primary incomes/National income, net","23,604.59",""
"2007","UKC2","Million euro","Balance","Balance of primary incomes/National income, net","29,751.96",""
"2007","UKD1","Million euro","Balance","Balance of primary incomes/National income, net","11,765.05",""
"2007","UKD3","Million euro","Balance","Balance of primary incomes/National income, net","58,718.2",""
"2007","UKD4","Million euro","Balance","Balance of primary incomes/National income, net","31,701.86",""
"2007","UKD7","Million euro","Balance","Balance of primary incomes/National income, net","30,668.46",""
"2007","UKE1","Million euro","Balance","Balance of primary incomes/National income, net","19,779.29",""
"2007","UKE3","Million euro","Balance","Balance of primary incomes/National income, net","27,399.84",""
"2007","UKE4","Million euro","Balance","Balance of primary incomes/National income, net","49,255.04",""
"2007","UKF2","Million euro","Balance","Balance of primary incomes/National income, net","43,145.05",""
"2007","UKF3","Million euro","Balance","Balance of primary incomes/National income, net","16,174.15",""
"2007","UKG1","Million euro","Balance","Balance of primary incomes/National income, net","34,649.93",""
"2007","UKG3","Million euro","Balance","Balance of primary incomes/National income, net","52,754.6",""
"2007","UKH1","Million euro","Balance","Balance of primary incomes/National income, net","57,719.94",""
"2007","UKH2","Million euro","Balance","Balance of primary incomes/National income, net","53,091.28",""
"2007","UKH3","Million euro","Balance","Balance of primary incomes/National income, net","46,960.49",""
"2007","UKI3","Million euro","Balance","Balance of primary incomes/National income, net","76,844.79",""
"2007","UKI4","Million euro","Balance","Balance of primary incomes/National income, net","65,626.49",""
"2007","UKI5","Million euro","Balance","Balance of primary incomes/National income, net","46,938.46",""
"2007","UKI6","Million euro","Balance","Balance of primary incomes/National income, net","42,559.56",""
"2007","UKI7","Million euro","Balance","Balance of primary incomes/National income, net","64,808.39",""
"2007","UKJ1","Million euro","Balance","Balance of primary incomes/National income, net","76,784.37",""
"2007","UKJ2","Million euro","Balance","Balance of primary incomes/National income, net","88,953.64",""
"2007","UKJ3","Million euro","Balance","Balance of primary incomes/National income, net","51,799.81",""
"2007","UKJ4","Million euro","Balance","Balance of primary incomes/National income, net","46,117.31",""
"2007","UKK1","Million euro","Balance","Balance of primary incomes/National income, net","63,469.99",""
"2007","UKK2","Million euro","Balance","Balance of primary incomes/National income, net","31,717.53",""
"2007","UKK3","Million euro","Balance","Balance of primary incomes/National income, net","11,122.02",""
"2007","UKK4","Million euro","Balance","Balance of primary incomes/National income, net","25,460.8",""
"2007","UKL1","Million euro","Balance","Balance of primary incomes/National income, net","37,356.83",""
"2007","UKL2","Million euro","Balance","Balance of primary incomes/National income, net","25,486.59",""
"2007","UKM5","Million euro","Balance","Balance of primary incomes/National income, net","14,323.4",""
"2007","UKM6","Million euro","Balance","Balance of primary incomes/National income, net","10,268",""
"2007","UKM7","Million euro","Balance","Balance of primary incomes/National income, net","49,185.83",""
"2007","UKM8","Million euro","Balance","Balance of primary incomes/National income, net","34,650.08",""
"2007","UKM9","Million euro","Balance","Balance of primary incomes/National income, net","21,894.74",""
"2007","UKN0","Million euro","Balance","Balance of primary incomes/National income, net","37,259.63",""
"2007","NO01","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO02","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO03","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO04","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO05","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO06","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","NO07","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2007","ME00","Million euro","Balance","Balance of primary incomes/National income, net",":",""
"2008","BE21","Million euro","Balance","Balance of primary incomes/National income, net","42,536.4",""
"2008","BE24","Million euro","Balance","Balance of primary incomes/National income, net","31,346.8",""
"2008","BE25","Million euro","Balance","Balance of primary incomes/National income, net","26,966.9",""
"2008","BE32","Million euro","Balance","Balance of primary incomes/National income, net","23,661.7",""
"2008","BE33","Million euro","Balance","Balance of primary incomes/National income, net","20,680.4",""
"2008","BG33","Million euro","Balance","Balance of primary incomes/National income, net","2,387.99",""
"2008","BG34","Million euro","Balance","Balance of primary incomes/National income, net","2,974.06",""
"2008","BG41","Million euro","Balance","Balance of primary incomes/National income, net","8,550.92",""
"2008","CZ01","Million euro","Balance","Balance of primary incomes/National income, net","15,073.64",""
"2008","CZ04","Million euro","Balance","Balance of primary incomes/National income, net","8,656.98",""
"2008","CZ05","Million euro","Balance","Balance of primary incomes/National income, net","12,164.88",""
"2008","CZ06","Million euro","Balance","Balance of primary incomes/National income, net","13,816.48",""
"2008","CZ08","Million euro","Balance","Balance of primary incomes/National income, net","9,923.15",""
"2008","DK01","Million euro","Balance","Balance of primary incomes/National income, net","46,352.33",""
"2008","DK02","Million euro","Balance","Balance of primary incomes/National income, net","19,493.16",""
"2008","DK03","Million euro","Balance","Balance of primary incomes/National income, net","27,749.73",""
"2008","DK04","Million euro","Balance","Balance of primary incomes/National income, net","30,218.88",""
"2008","DK05","Million euro","Balance","Balance of primary incomes/National income, net","13,044.39",""
"2008","DE11","Million euro","Balance","Balance of primary incomes/National income, net","108,493.54",""
"2008","DE12","Million euro","Balance","Balance of primary incomes/National income, net","68,705.49",""
"2008","DE13","Million euro","Balance","Balance of primary incomes/National income, net","52,459.62",""
"2008","DE14","Million euro","Balance","Balance of primary incomes/National income, net","45,342.19",""
"2008","DE21","Million euro","Balance","Balance of primary incomes/National income, net","132,952.78",""
"2008","DE22","Million euro","Balance","Balance of primary incomes/National income, net","27,051.38",""
"2008","DE24","Million euro","Balance","Balance of primary incomes/National income, net","24,436.83",""
"2008","DE25","Million euro","Balance","Balance of primary incomes/National income, net","43,103.33",""
"2008","DE27","Million euro","Balance","Balance of primary incomes/National income, net","43,960.55",""
"2008","DE30","Million euro","Balance","Balance of primary incomes/National income, net","62,650.82",""
"2008","DE40","Million euro","Balance","Balance of primary incomes/National income, net","44,162.82",""
"2008","DE50","Million euro","Balance","Balance of primary incomes/National income, net","14,718.72",""
"2008","DE60","Million euro","Balance","Balance of primary incomes/National income, net","46,641.84",""
"2008","DE71","Million euro","Balance","Balance of primary incomes/National income, net","101,083.86",""
"2008","DE73","Million euro","Balance","Balance of primary incomes/National income, net","24,764.99",""
"2008","DE80","Million euro","Balance","Balance of primary incomes/National income, net","26,057.87",""
"2008","DE91","Million euro","Balance","Balance of primary incomes/National income, net","32,966.21",""
"2008","DE92","Million euro","Balance","Balance of primary incomes/National income, net","45,056.61",""
"2008","DE94","Million euro","Balance","Balance of primary incomes/National income, net","49,295.22",""
"2008","DEA1","Million euro","Balance","Balance of primary incomes/National income, net","119,997.78",""
"2008","DEA2","Million euro","Balance","Balance of primary incomes/National income, net","102,214.97",""
"2008","DEA3","Million euro","Balance","Balance of primary incomes/National income, net","54,907.42",""
"2008","DEA4","Million euro","Balance","Balance of primary incomes/National income, net","46,479.46",""
"2008","DEA5","Million euro","Balance","Balance of primary incomes/National income, net","80,223.71",""
"2008","DEB1","Million euro","Balance","Balance of primary incomes/National income, net","34,063.63",""
"2008","DEB2","Million euro","Balance","Balance of primary incomes/National income, net","11,722.8",""
"2008","DEB3","Million euro","Balance","Balance of primary incomes/National income, net","48,087.9",""
"2008","DEC0","Million euro","Balance","Balance of primary incomes/National income, net","20,426.73",""
"2008","DED2","Million euro","Balance","Balance of primary incomes/National income, net","26,534.01",""
"2008","DED5","Million euro","Balance","Balance of primary incomes/National income, net","16,208.49",""
"2008","DEE0","Million euro","Balance","Balance of primary incomes/National income, net","36,032.93",""
"2008","DEF0","Million euro","Balance","Balance of primary incomes/National income, net","62,456.19",""
"2008","DEG0","Million euro","Balance","Balance of primary incomes/National income, net","36,759.92",""
"2008","EE","Million euro","Balance","Balance of primary incomes/National income, net","9,708.4",""
"2008","IE04","Million euro","Balance","Balance of primary incomes/National income, net","14,847.04",""
"2008","IE05","Million euro","Balance","Balance of primary incomes/National income, net","31,739.39",""
"2008","IE06","Million euro","Balance","Balance of primary incomes/National income, net","55,111.39",""
"2008","EL51","Million euro","Balance","Balance of primary incomes/National income, net","6,829.58",""
"2008","EL52","Million euro","Balance","Balance of primary incomes/National income, net","24,368.18",""
"2008","EL53","Million euro","Balance","Balance of primary incomes/National income, net","3,600.58",""
"2008","EL54","Million euro","Balance","Balance of primary incomes/National income, net","4,135.17",""
"2008","EL61","Million euro","Balance","Balance of primary incomes/National income, net","9,949.15",""
"2008","EL62","Million euro","Balance","Balance of primary incomes/National income, net","2,643.95",""
"2008","EL63","Million euro","Balance","Balance of primary incomes/National income, net","8,477.35",""
"2008","EL64","Million euro","Balance","Balance of primary incomes/National income, net","6,939.13",""
"2008","EL65","Million euro","Balance","Balance of primary incomes/National income, net","7,296.79",""
"2008","EL30","Million euro","Balance","Balance of primary incomes/National income, net","70,095.19",""
"2008","EL41","Million euro","Balance","Balance of primary incomes/National income, net","2,523.52",""
"2008","EL42","Million euro","Balance","Balance of primary incomes/National income, net","4,507.67",""
"2008","EL43","Million euro","Balance","Balance of primary incomes/National income, net","7,932.83",""
"2008","ES11","Million euro","Balance","Balance of primary incomes/National income, net","37,450.1",""
"2008","ES12","Million euro","Balance","Balance of primary incomes/National income, net","15,809.8",""
"2008","ES13","Million euro","Balance","Balance of primary incomes/National income, net","9,013.6",""
"2008","ES21","Million euro","Balance","Balance of primary incomes/National income, net","44,427.5",""
"2008","ES22","Million euro","Balance","Balance of primary incomes/National income, net","12,446.4",""
"2008","ES23","Million euro","Balance","Balance of primary incomes/National income, net","5,266.6",""
"2008","ES24","Million euro","Balance","Balance of primary incomes/National income, net","23,042.3",""
"2008","ES30","Million euro","Balance","Balance of primary incomes/National income, net","132,057.6",""
"2008","ES41","Million euro","Balance","Balance of primary incomes/National income, net","37,602.1",""
"2008","ES42","Million euro","Balance","Balance of primary incomes/National income, net","26,529",""
"2008","ES43","Million euro","Balance","Balance of primary incomes/National income, net","11,977.4",""
"2008","ES51","Million euro","Balance","Balance of primary incomes/National income, net","136,731.9",""
"2008","ES52","Million euro","Balance","Balance of primary incomes/National income, net","69,697.5",""
"2008","ES53","Million euro","Balance","Balance of primary incomes/National income, net","17,822.4",""
"2008","ES61","Million euro","Balance","Balance of primary incomes/National income, net","97,388.3",""
"2008","ES62","Million euro","Balance","Balance of primary incomes/National income, net","18,527.3",""
"2008","ES63","Million euro","Balance","Balance of primary incomes/National income, net","1,074.2",""
"2008","ES64","Million euro","Balance","Balance of primary incomes/National income, net","955.7",""
"2008","ES70","Million euro","Balance","Balance of primary incomes/National income, net","27,244.4",""
"2008","ESZZ","Million euro","Balance","Balance of primary incomes/National income, net","571.9",""
"2008","FR10","Million euro","Balance","Balance of primary incomes/National income, net","337,277.5",""
"2008","FRB0","Million euro","Balance","Balance of primary incomes/National income, net","50,510.3",""
"2008","FRC1","Million euro","Balance","Balance of primary incomes/National income, net","31,070.7",""
"2008","FRC2","Million euro","Balance","Balance of primary incomes/National income, net","21,936.4",""
"2008","FRD1","Million euro","Balance","Balance of primary incomes/National income, net","26,820.5",""
"2008","FRD2","Million euro","Balance","Balance of primary incomes/National income, net","36,241.5",""
"2008","FRE1","Million euro","Balance","Balance of primary incomes/National income, net","70,500.3",""
"2008","FRE2","Million euro","Balance","Balance of primary incomes/National income, net","37,294.2",""
"2008","FRF1","Million euro","Balance","Balance of primary incomes/National income, net","38,405.1",""
"2008","FRF2","Million euro","Balance","Balance of primary incomes/National income, net","24,977.1",""
"2008","FRF3","Million euro","Balance","Balance of primary incomes/National income, net","43,240.9",""
"2008","FRG0","Million euro","Balance","Balance of primary incomes/National income, net","67,263.4",""
"2008","FRH0","Million euro","Balance","Balance of primary incomes/National income, net","59,773.9",""
"2008","FRI1","Million euro","Balance","Balance of primary incomes/National income, net","62,257.6",""
"2008","FRI2","Million euro","Balance","Balance of primary incomes/National income, net","13,561.6",""
"2008","FRI3","Million euro","Balance","Balance of primary incomes/National income, net","32,316.7",""
"2008","FRJ1","Million euro","Balance","Balance of primary incomes/National income, net","44,959.9",""
"2008","FRJ2","Million euro","Balance","Balance of primary incomes/National income, net","54,904.6",""
"2008","FRK1","Million euro","Balance","Balance of primary incomes/National income, net","25,247.1",""
"2008","FRK2","Million euro","Balance","Balance of primary incomes/National income, net","130,494.1",""
"2008","FRL0","Million euro","Balance","Balance of primary incomes/National income, net","97,054",""
