"TIME","GEO","TRA_MEAS","UNIT","Value","Flag and Footnotes"
"2009","AT31","Passengers carried (arrival)","Thousand passengers","320",""
"2009","AT32","Passengers carried (arrival)","Thousand passengers","765",""
"2009","AT33","Passengers carried (arrival)","Thousand passengers","470",""
"2009","PL21","Passengers carried (arrival)","Thousand passengers","1,321",""
"2009","PL22","Passengers carried (arrival)","Thousand passengers","1,158",""
"2009","PL41","Passengers carried (arrival)","Thousand passengers","592",""
"2009","PL42","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PL51","Passengers carried (arrival)","Thousand passengers","659",""
"2009","PL61","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PL63","Passengers carried (arrival)","Thousand passengers","939",""
"2009","PL71","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PL82","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PL91","Passengers carried (arrival)","Thousand passengers","4,169",""
"2009","PT11","Passengers carried (arrival)","Thousand passengers","2,264",""
"2009","PT15","Passengers carried (arrival)","Thousand passengers","2,542",""
"2009","PT16","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PT17","Passengers carried (arrival)","Thousand passengers","6,620",""
"2009","PT18","Passengers carried (arrival)","Thousand passengers",":",""
"2009","PT20","Passengers carried (arrival)","Thousand passengers","893",""
"2009","PT30","Passengers carried (arrival)","Thousand passengers","1,240",""
"2009","RO11","Passengers carried (arrival)","Thousand passengers","426",""
"2009","RO12","Passengers carried (arrival)","Thousand passengers",":",""
"2009","RO21","Passengers carried (arrival)","Thousand passengers",":",""
"2009","RO22","Passengers carried (arrival)","Thousand passengers",":",""
"2009","RO32","Passengers carried (arrival)","Thousand passengers","3,207",""
"2009","RO41","Passengers carried (arrival)","Thousand passengers",":",""
"2009","RO42","Passengers carried (arrival)","Thousand passengers","493",""
"2009","SI04","Passengers carried (arrival)","Thousand passengers","717",""
"2009","SK01","Passengers carried (arrival)","Thousand passengers","853",""
"2009","SK04","Passengers carried (arrival)","Thousand passengers","172",""
"2009","SKZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2009","FI19","Passengers carried (arrival)","Thousand passengers","600",""
"2009","FI1B","Passengers carried (arrival)","Thousand passengers","6,296",""
"2009","FI1C","Passengers carried (arrival)","Thousand passengers","143",""
"2009","FI1D","Passengers carried (arrival)","Thousand passengers","1,027",""
"2009","FI20","Passengers carried (arrival)","Thousand passengers","29",""
"2009","FIZZ","Passengers carried (arrival)","Thousand passengers","0",""
"2009","SE11","Passengers carried (arrival)","Thousand passengers","9,019",""
"2009","SE12","Passengers carried (arrival)","Thousand passengers","1,347",""
"2009","SE21","Passengers carried (arrival)","Thousand passengers","304",""
"2009","SE22","Passengers carried (arrival)","Thousand passengers","1,034",""
"2009","SE23","Passengers carried (arrival)","Thousand passengers","2,208",""
"2009","SE31","Passengers carried (arrival)","Thousand passengers","42",""
"2009","SE32","Passengers carried (arrival)","Thousand passengers","290",""
"2009","SE33","Passengers carried (arrival)","Thousand passengers","1,077",""
"2009","UKC1","Passengers carried (arrival)","Thousand passengers","144",""
"2009","UKC2","Passengers carried (arrival)","Thousand passengers","2,286",""
"2009","UKD1","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKD3","Passengers carried (arrival)","Thousand passengers","9,349",""
"2009","UKD4","Passengers carried (arrival)","Thousand passengers","138",""
"2009","UKD7","Passengers carried (arrival)","Thousand passengers","2,442",""
"2009","UKE1","Passengers carried (arrival)","Thousand passengers","167",""
"2009","UKE3","Passengers carried (arrival)","Thousand passengers","421",""
"2009","UKE4","Passengers carried (arrival)","Thousand passengers","1,275",""
"2009","UKF2","Passengers carried (arrival)","Thousand passengers","2,334",""
"2009","UKF3","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKG1","Passengers carried (arrival)","Thousand passengers","0",""
"2009","UKG3","Passengers carried (arrival)","Thousand passengers","4,566",""
"2009","UKH1","Passengers carried (arrival)","Thousand passengers","216",""
"2009","UKH2","Passengers carried (arrival)","Thousand passengers","4,571",""
"2009","UKH3","Passengers carried (arrival)","Thousand passengers","10,041",""
"2009","UKI3","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKI4","Passengers carried (arrival)","Thousand passengers","1,410",""
"2009","UKI5","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKI6","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKI7","Passengers carried (arrival)","Thousand passengers","33,064",""
"2009","UKJ1","Passengers carried (arrival)","Thousand passengers","1",""
"2009","UKJ2","Passengers carried (arrival)","Thousand passengers","16,204",""
"2009","UKJ3","Passengers carried (arrival)","Thousand passengers","890",""
"2009","UKJ4","Passengers carried (arrival)","Thousand passengers","3",""
"2009","UKK1","Passengers carried (arrival)","Thousand passengers","2,820",""
"2009","UKK2","Passengers carried (arrival)","Thousand passengers","438",""
"2009","UKK3","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKK4","Passengers carried (arrival)","Thousand passengers","393",""
"2009","UKL1","Passengers carried (arrival)","Thousand passengers",":",""
"2009","UKL2","Passengers carried (arrival)","Thousand passengers","815",""
"2009","UKM5","Passengers carried (arrival)","Thousand passengers","1,493",""
"2009","UKM6","Passengers carried (arrival)","Thousand passengers","680",""
"2009","UKM7","Passengers carried (arrival)","Thousand passengers","4,562",""
"2009","UKM8","Passengers carried (arrival)","Thousand passengers","3,609",""
"2009","UKM9","Passengers carried (arrival)","Thousand passengers","910",""
"2009","UKN0","Passengers carried (arrival)","Thousand passengers","3,742",""
"2009","UKZZ","Passengers carried (arrival)","Thousand passengers","172",""
"2009","IS00","Passengers carried (arrival)","Thousand passengers","912",""
"2009","NO01","Passengers carried (arrival)","Thousand passengers","9,093",""
"2009","NO02","Passengers carried (arrival)","Thousand passengers",":",""
"2009","NO03","Passengers carried (arrival)","Thousand passengers","1,221",""
"2009","NO04","Passengers carried (arrival)","Thousand passengers","2,359",""
"2009","NO05","Passengers carried (arrival)","Thousand passengers","2,949",""
"2009","NO06","Passengers carried (arrival)","Thousand passengers","1,701",""
"2009","NO07","Passengers carried (arrival)","Thousand passengers","2,132",""
"2009","NOZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2009","CH01","Passengers carried (arrival)","Thousand passengers","5,586",""
"2009","CH02","Passengers carried (arrival)","Thousand passengers","48",""
"2009","CH03","Passengers carried (arrival)","Thousand passengers",":",""
"2009","CH04","Passengers carried (arrival)","Thousand passengers","10,981",""
"2009","CH05","Passengers carried (arrival)","Thousand passengers","37",""
"2009","CH06","Passengers carried (arrival)","Thousand passengers",":",""
"2009","CH07","Passengers carried (arrival)","Thousand passengers","78",""
"2009","CHZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","BE2","Passengers carried (arrival)","Thousand passengers","8,624",""
"2010","BE21","Passengers carried (arrival)","Thousand passengers","43",""
"2010","BE24","Passengers carried (arrival)","Thousand passengers","8,493",""
"2010","BE25","Passengers carried (arrival)","Thousand passengers","87",""
"2010","BE3","Passengers carried (arrival)","Thousand passengers","2,711",""
"2010","BE32","Passengers carried (arrival)","Thousand passengers","2,578",""
"2010","BE33","Passengers carried (arrival)","Thousand passengers","133",""
"2010","BG33","Passengers carried (arrival)","Thousand passengers","598",""
"2010","BG34","Passengers carried (arrival)","Thousand passengers","936",""
"2010","BG41","Passengers carried (arrival)","Thousand passengers","1,619",""
"2010","CZ01","Passengers carried (arrival)","Thousand passengers","5,773",""
"2010","CZ04","Passengers carried (arrival)","Thousand passengers","35",""
"2010","CZ05","Passengers carried (arrival)","Thousand passengers","31",""
"2010","CZ06","Passengers carried (arrival)","Thousand passengers","179",""
"2010","CZ08","Passengers carried (arrival)","Thousand passengers","121",""
"2010","DK01","Passengers carried (arrival)","Thousand passengers","10,818",""
"2010","DK02","Passengers carried (arrival)","Thousand passengers","5",""
"2010","DK03","Passengers carried (arrival)","Thousand passengers","1,329",""
"2010","DK04","Passengers carried (arrival)","Thousand passengers","432",""
"2010","DK05","Passengers carried (arrival)","Thousand passengers","663",""
"2010","DE11","Passengers carried (arrival)","Thousand passengers","4,550",""
"2010","DE12","Passengers carried (arrival)","Thousand passengers","605",""
"2010","DE13","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DE14","Passengers carried (arrival)","Thousand passengers","279",""
"2010","DE21","Passengers carried (arrival)","Thousand passengers","17,263",""
"2010","DE22","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DE24","Passengers carried (arrival)","Thousand passengers","7",""
"2010","DE25","Passengers carried (arrival)","Thousand passengers","2,010",""
"2010","DE27","Passengers carried (arrival)","Thousand passengers","449",""
"2010","DE30","Passengers carried (arrival)","Thousand passengers","7,479",""
"2010","DE40","Passengers carried (arrival)","Thousand passengers","3,644",""
"2010","DE50","Passengers carried (arrival)","Thousand passengers","1,324",""
"2010","DE60","Passengers carried (arrival)","Thousand passengers","6,426",""
"2010","DE71","Passengers carried (arrival)","Thousand passengers","26,394",""
"2010","DE73","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DE80","Passengers carried (arrival)","Thousand passengers","83",""
"2010","DE91","Passengers carried (arrival)","Thousand passengers","1",""
"2010","DE92","Passengers carried (arrival)","Thousand passengers","2,491",""
"2010","DE94","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DEA1","Passengers carried (arrival)","Thousand passengers","10,885",""
"2010","DEA2","Passengers carried (arrival)","Thousand passengers","4,884",""
"2010","DEA3","Passengers carried (arrival)","Thousand passengers","639",""
"2010","DEA4","Passengers carried (arrival)","Thousand passengers","481",""
"2010","DEA5","Passengers carried (arrival)","Thousand passengers","867",""
"2010","DEB1","Passengers carried (arrival)","Thousand passengers","1,733",""
"2010","DEB2","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DEB3","Passengers carried (arrival)","Thousand passengers","119",""
"2010","DEC0","Passengers carried (arrival)","Thousand passengers","207",""
"2010","DED2","Passengers carried (arrival)","Thousand passengers","895",""
"2010","DED5","Passengers carried (arrival)","Thousand passengers","886",""
"2010","DEE0","Passengers carried (arrival)","Thousand passengers","0",""
"2010","DEE01","Passengers carried (arrival)","Thousand passengers",":",""
"2010","DEF0","Passengers carried (arrival)","Thousand passengers","355",""
"2010","DEG0","Passengers carried (arrival)","Thousand passengers","150",""
"2010","DEZZ","Passengers carried (arrival)","Thousand passengers","8",""
"2010","EE00","Passengers carried (arrival)","Thousand passengers","681",""
"2010","IE04","Passengers carried (arrival)","Thousand passengers","368",""
"2010","IE05","Passengers carried (arrival)","Thousand passengers","2,125",""
"2010","IE06","Passengers carried (arrival)","Thousand passengers","9,198",""
"2010","EL51","Passengers carried (arrival)","Thousand passengers","289",""
"2010","EL52","Passengers carried (arrival)","Thousand passengers","1,944",""
"2010","EL53","Passengers carried (arrival)","Thousand passengers","2",""
"2010","EL54","Passengers carried (arrival)","Thousand passengers","60",""
"2010","EL11","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL12","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL13","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL14","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL61","Passengers carried (arrival)","Thousand passengers","142",""
"2010","EL62","Passengers carried (arrival)","Thousand passengers","1,478",""
"2010","EL63","Passengers carried (arrival)","Thousand passengers","187",""
"2010","EL64","Passengers carried (arrival)","Thousand passengers","2",""
"2010","EL65","Passengers carried (arrival)","Thousand passengers","48",""
"2010","EL21","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL22","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL23","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL24","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL25","Passengers carried (arrival)","Thousand passengers",":",""
"2010","EL30","Passengers carried (arrival)","Thousand passengers","7,688",""
"2010","EL41","Passengers carried (arrival)","Thousand passengers","647",""
"2010","EL42","Passengers carried (arrival)","Thousand passengers","3,322",""
"2010","EL43","Passengers carried (arrival)","Thousand passengers","3,275",""
"2010","ELZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ES11","Passengers carried (arrival)","Thousand passengers","2,136",""
"2010","ES12","Passengers carried (arrival)","Thousand passengers","674",""
"2010","ES13","Passengers carried (arrival)","Thousand passengers","455",""
"2010","ES21","Passengers carried (arrival)","Thousand passengers","2,097",""
"2010","ES22","Passengers carried (arrival)","Thousand passengers","142",""
"2010","ES23","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ES24","Passengers carried (arrival)","Thousand passengers","303",""
"2010","ES30","Passengers carried (arrival)","Thousand passengers","24,921",""
"2010","ES41","Passengers carried (arrival)","Thousand passengers","189",""
"2010","ES42","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ES43","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ES51","Passengers carried (arrival)","Thousand passengers","17,748",""
"2010","ES52","Passengers carried (arrival)","Thousand passengers","7,131",""
"2010","ES53","Passengers carried (arrival)","Thousand passengers","14,260",""
"2010","ES61","Passengers carried (arrival)","Thousand passengers","9,477",""
"2010","ES62","Passengers carried (arrival)","Thousand passengers","676",""
"2010","ES63","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ES64","Passengers carried (arrival)","Thousand passengers","111",""
"2010","ES70","Passengers carried (arrival)","Thousand passengers","15,303",""
"2010","FR10","Passengers carried (arrival)","Thousand passengers","41,591",""
"2010","FRB0","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRC1","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRC2","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRD1","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRD2","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRE1","Passengers carried (arrival)","Thousand passengers","577",""
"2010","FRE2","Passengers carried (arrival)","Thousand passengers","1,459",""
"2010","FRF1","Passengers carried (arrival)","Thousand passengers","2,547",""
"2010","FRF2","Passengers carried (arrival)","Thousand passengers","11",""
"2010","FRF3","Passengers carried (arrival)","Thousand passengers","116",""
"2010","FRG0","Passengers carried (arrival)","Thousand passengers","1,484",""
"2010","FRH0","Passengers carried (arrival)","Thousand passengers","792",""
"2010","FRI1","Passengers carried (arrival)","Thousand passengers","2,765",""
"2010","FRI2","Passengers carried (arrival)","Thousand passengers","163",""
"2010","FRI3","Passengers carried (arrival)","Thousand passengers","94",""
"2010","FRJ1","Passengers carried (arrival)","Thousand passengers","1,054",""
"2010","FRJ2","Passengers carried (arrival)","Thousand passengers","3,388",""
"2010","FRK1","Passengers carried (arrival)","Thousand passengers","181",""
"2010","FRK2","Passengers carried (arrival)","Thousand passengers","4,194",""
"2010","FRL0","Passengers carried (arrival)","Thousand passengers","8,722",""
"2010","FRM0","Passengers carried (arrival)","Thousand passengers","1,411",""
"2010","FRY1","Passengers carried (arrival)","Thousand passengers","1,085",""
"2010","FRY2","Passengers carried (arrival)","Thousand passengers","777",""
"2010","FRY3","Passengers carried (arrival)","Thousand passengers","207",""
"2010","FRY4","Passengers carried (arrival)","Thousand passengers","959",""
"2010","FRY5","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR2","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR3","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR4","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR5","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR6","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR7","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FR8","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FRA","Passengers carried (arrival)","Thousand passengers",":",""
"2010","HR03","Passengers carried (arrival)","Thousand passengers","1,538",""
"2010","HR04","Passengers carried (arrival)","Thousand passengers","1,015",""
"2010","ITC1","Passengers carried (arrival)","Thousand passengers","1,770",""
"2010","ITC2","Passengers carried (arrival)","Thousand passengers",":",""
"2010","ITC3","Passengers carried (arrival)","Thousand passengers","637",""
"2010","ITC4","Passengers carried (arrival)","Thousand passengers","17,470",""
"2010","ITH1","Passengers carried (arrival)","Thousand passengers","27",""
"2010","ITH3","Passengers carried (arrival)","Thousand passengers","5,983",""
"2010","ITH4","Passengers carried (arrival)","Thousand passengers","359",""
"2010","ITH5","Passengers carried (arrival)","Thousand passengers","3,440",""
"2010","ITI1","Passengers carried (arrival)","Thousand passengers","2,890",""
"2010","ITI2","Passengers carried (arrival)","Thousand passengers","53",""
"2010","ITI3","Passengers carried (arrival)","Thousand passengers","249",""
"2010","ITI4","Passengers carried (arrival)","Thousand passengers","20,168",""
"2010","ITF1","Passengers carried (arrival)","Thousand passengers","228",""
"2010","ITF3","Passengers carried (arrival)","Thousand passengers","2,762",""
"2010","ITF4","Passengers carried (arrival)","Thousand passengers","2,510",""
"2010","ITF6","Passengers carried (arrival)","Thousand passengers","1,189",""
"2010","ITG1","Passengers carried (arrival)","Thousand passengers","6,317",""
"2010","ITG2","Passengers carried (arrival)","Thousand passengers","3,191",""
"2010","ITZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","CY00","Passengers carried (arrival)","Thousand passengers","3,477",""
"2010","LV00","Passengers carried (arrival)","Thousand passengers","2,310",""
"2010","LT01","Passengers carried (arrival)","Thousand passengers","685",""
"2010","LT02","Passengers carried (arrival)","Thousand passengers","447",""
"2010","LU00","Passengers carried (arrival)","Thousand passengers","800",""
"2010","HU11","Passengers carried (arrival)","Thousand passengers","4,060",""
"2010","HU32","Passengers carried (arrival)","Thousand passengers",":",""
"2010","MT00","Passengers carried (arrival)","Thousand passengers","1,647",""
"2010","NL13","Passengers carried (arrival)","Thousand passengers","61",""
"2010","NL32","Passengers carried (arrival)","Thousand passengers","22,661",""
"2010","NL33","Passengers carried (arrival)","Thousand passengers","464",""
"2010","NL41","Passengers carried (arrival)","Thousand passengers","1,077",""
"2010","NL42","Passengers carried (arrival)","Thousand passengers","117",""
"2010","AT12","Passengers carried (arrival)","Thousand passengers","9,808",""
"2010","AT21","Passengers carried (arrival)","Thousand passengers","213",""
"2010","AT22","Passengers carried (arrival)","Thousand passengers","481",""
"2010","AT31","Passengers carried (arrival)","Thousand passengers","321",""
"2010","AT32","Passengers carried (arrival)","Thousand passengers","809",""
"2010","AT33","Passengers carried (arrival)","Thousand passengers","513",""
"2010","PL21","Passengers carried (arrival)","Thousand passengers","1,412",""
"2010","PL22","Passengers carried (arrival)","Thousand passengers","1,184",""
"2010","PL41","Passengers carried (arrival)","Thousand passengers","685",""
"2010","PL42","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PL51","Passengers carried (arrival)","Thousand passengers","796",""
"2010","PL61","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PL63","Passengers carried (arrival)","Thousand passengers","1,106",""
"2010","PL71","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PL82","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PL91","Passengers carried (arrival)","Thousand passengers","4,358",""
"2010","PT11","Passengers carried (arrival)","Thousand passengers","2,660",""
"2010","PT15","Passengers carried (arrival)","Thousand passengers","2,692",""
"2010","PT16","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PT17","Passengers carried (arrival)","Thousand passengers","7,026",""
"2010","PT18","Passengers carried (arrival)","Thousand passengers",":",""
"2010","PT20","Passengers carried (arrival)","Thousand passengers","882",""
"2010","PT30","Passengers carried (arrival)","Thousand passengers","1,173",""
"2010","RO11","Passengers carried (arrival)","Thousand passengers","542",""
"2010","RO12","Passengers carried (arrival)","Thousand passengers",":",""
"2010","RO21","Passengers carried (arrival)","Thousand passengers",":",""
"2010","RO22","Passengers carried (arrival)","Thousand passengers",":",""
"2010","RO32","Passengers carried (arrival)","Thousand passengers","3,458",""
"2010","RO41","Passengers carried (arrival)","Thousand passengers",":",""
"2010","RO42","Passengers carried (arrival)","Thousand passengers","583",""
"2010","SI04","Passengers carried (arrival)","Thousand passengers","693",""
"2010","SK01","Passengers carried (arrival)","Thousand passengers","822",""
"2010","SK04","Passengers carried (arrival)","Thousand passengers","131",""
"2010","SKZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","FI19","Passengers carried (arrival)","Thousand passengers","550",""
"2010","FI1B","Passengers carried (arrival)","Thousand passengers","6,403",""
"2010","FI1C","Passengers carried (arrival)","Thousand passengers","204",""
"2010","FI1D","Passengers carried (arrival)","Thousand passengers","996",""
"2010","FI20","Passengers carried (arrival)","Thousand passengers","25",""
"2010","FIZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","SE11","Passengers carried (arrival)","Thousand passengers","9,493",""
"2010","SE12","Passengers carried (arrival)","Thousand passengers","1,325",""
"2010","SE21","Passengers carried (arrival)","Thousand passengers","318",""
"2010","SE22","Passengers carried (arrival)","Thousand passengers","1,088",""
"2010","SE23","Passengers carried (arrival)","Thousand passengers","2,419",""
"2010","SE31","Passengers carried (arrival)","Thousand passengers","41",""
"2010","SE32","Passengers carried (arrival)","Thousand passengers","306",""
"2010","SE33","Passengers carried (arrival)","Thousand passengers","1,122",""
"2010","UKC1","Passengers carried (arrival)","Thousand passengers","112",""
"2010","UKC2","Passengers carried (arrival)","Thousand passengers","2,171",""
"2010","UKD1","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKD3","Passengers carried (arrival)","Thousand passengers","8,845",""
"2010","UKD4","Passengers carried (arrival)","Thousand passengers","116",""
"2010","UKD7","Passengers carried (arrival)","Thousand passengers","2,501",""
"2010","UKE1","Passengers carried (arrival)","Thousand passengers","141",""
"2010","UKE3","Passengers carried (arrival)","Thousand passengers","440",""
"2010","UKE4","Passengers carried (arrival)","Thousand passengers","1,355",""
"2010","UKF2","Passengers carried (arrival)","Thousand passengers","2,059",""
"2010","UKF3","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKG1","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKG3","Passengers carried (arrival)","Thousand passengers","4,284",""
"2010","UKH1","Passengers carried (arrival)","Thousand passengers","212",""
"2010","UKH2","Passengers carried (arrival)","Thousand passengers","4,377",""
"2010","UKH3","Passengers carried (arrival)","Thousand passengers","9,363",""
"2010","UKI3","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKI4","Passengers carried (arrival)","Thousand passengers","1,404",""
"2010","UKI5","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKI6","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKI7","Passengers carried (arrival)","Thousand passengers","33,006",""
"2010","UKJ1","Passengers carried (arrival)","Thousand passengers","1",""
"2010","UKJ2","Passengers carried (arrival)","Thousand passengers","15,631",""
"2010","UKJ3","Passengers carried (arrival)","Thousand passengers","861",""
"2010","UKJ4","Passengers carried (arrival)","Thousand passengers","12",""
"2010","UKK1","Passengers carried (arrival)","Thousand passengers","2,867",""
"2010","UKK2","Passengers carried (arrival)","Thousand passengers","378",""
"2010","UKK3","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKK4","Passengers carried (arrival)","Thousand passengers","366",""
"2010","UKL1","Passengers carried (arrival)","Thousand passengers",":",""
"2010","UKL2","Passengers carried (arrival)","Thousand passengers","700",""
"2010","UKM5","Passengers carried (arrival)","Thousand passengers","1,380",""
"2010","UKM6","Passengers carried (arrival)","Thousand passengers","647",""
"2010","UKM7","Passengers carried (arrival)","Thousand passengers","4,340",""
"2010","UKM8","Passengers carried (arrival)","Thousand passengers","3,263",""
"2010","UKM9","Passengers carried (arrival)","Thousand passengers","832",""
"2010","UKN0","Passengers carried (arrival)","Thousand passengers","3,540",""
"2010","UKZZ","Passengers carried (arrival)","Thousand passengers","141",""
"2010","IS00","Passengers carried (arrival)","Thousand passengers","1,014",""
"2010","NO01","Passengers carried (arrival)","Thousand passengers","9,581",""
"2010","NO02","Passengers carried (arrival)","Thousand passengers",":",""
"2010","NO03","Passengers carried (arrival)","Thousand passengers","1,496",""
"2010","NO04","Passengers carried (arrival)","Thousand passengers","2,404",""
"2010","NO05","Passengers carried (arrival)","Thousand passengers","3,096",""
"2010","NO06","Passengers carried (arrival)","Thousand passengers","1,742",""
"2010","NO07","Passengers carried (arrival)","Thousand passengers","2,165",""
"2010","NOZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2010","CH01","Passengers carried (arrival)","Thousand passengers","5,873",""
"2010","CH02","Passengers carried (arrival)","Thousand passengers","43",""
"2010","CH03","Passengers carried (arrival)","Thousand passengers",":",""
"2010","CH04","Passengers carried (arrival)","Thousand passengers","11,454",""
"2010","CH05","Passengers carried (arrival)","Thousand passengers","35",""
"2010","CH06","Passengers carried (arrival)","Thousand passengers",":",""
"2010","CH07","Passengers carried (arrival)","Thousand passengers","79",""
"2010","CHZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2011","BE2","Passengers carried (arrival)","Thousand passengers","9,489",""
"2011","BE21","Passengers carried (arrival)","Thousand passengers","56",""
"2011","BE24","Passengers carried (arrival)","Thousand passengers","9,334",""
"2011","BE25","Passengers carried (arrival)","Thousand passengers","100",""
"2011","BE3","Passengers carried (arrival)","Thousand passengers","3,083",""
"2011","BE32","Passengers carried (arrival)","Thousand passengers","2,941",""
"2011","BE33","Passengers carried (arrival)","Thousand passengers","142",""
"2011","BG33","Passengers carried (arrival)","Thousand passengers","581",""
"2011","BG34","Passengers carried (arrival)","Thousand passengers","1,113",""
"2011","BG41","Passengers carried (arrival)","Thousand passengers","1,715",""
"2011","CZ01","Passengers carried (arrival)","Thousand passengers","5,871",""
"2011","CZ04","Passengers carried (arrival)","Thousand passengers","49",""
"2011","CZ05","Passengers carried (arrival)","Thousand passengers","29",""
"2011","CZ06","Passengers carried (arrival)","Thousand passengers","264",""
"2011","CZ08","Passengers carried (arrival)","Thousand passengers","122",""
"2011","DK01","Passengers carried (arrival)","Thousand passengers","11,424",""
"2011","DK02","Passengers carried (arrival)","Thousand passengers","7",""
"2011","DK03","Passengers carried (arrival)","Thousand passengers","1,398",""
"2011","DK04","Passengers carried (arrival)","Thousand passengers","441",""
"2011","DK05","Passengers carried (arrival)","Thousand passengers","691",""
"2011","DE11","Passengers carried (arrival)","Thousand passengers","4,764",""
"2011","DE12","Passengers carried (arrival)","Thousand passengers","551",""
"2011","DE13","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DE14","Passengers carried (arrival)","Thousand passengers","266",""
"2011","DE21","Passengers carried (arrival)","Thousand passengers","18,830",""
"2011","DE22","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DE24","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DE25","Passengers carried (arrival)","Thousand passengers","1,970",""
"2011","DE27","Passengers carried (arrival)","Thousand passengers","377",""
"2011","DE30","Passengers carried (arrival)","Thousand passengers","8,474",""
"2011","DE40","Passengers carried (arrival)","Thousand passengers","3,561",""
"2011","DE50","Passengers carried (arrival)","Thousand passengers","1,279",""
"2011","DE60","Passengers carried (arrival)","Thousand passengers","6,774",""
"2011","DE71","Passengers carried (arrival)","Thousand passengers","28,242",""
"2011","DE73","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DE80","Passengers carried (arrival)","Thousand passengers","82",""
"2011","DE91","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DE92","Passengers carried (arrival)","Thousand passengers","2,660",""
"2011","DE94","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DEA1","Passengers carried (arrival)","Thousand passengers","11,387",""
"2011","DEA2","Passengers carried (arrival)","Thousand passengers","4,797",""
"2011","DEA3","Passengers carried (arrival)","Thousand passengers","644",""
"2011","DEA4","Passengers carried (arrival)","Thousand passengers","478",""
"2011","DEA5","Passengers carried (arrival)","Thousand passengers","909",""
"2011","DEB1","Passengers carried (arrival)","Thousand passengers","1,424",""
"2011","DEB2","Passengers carried (arrival)","Thousand passengers",":",""
"2011","DEB3","Passengers carried (arrival)","Thousand passengers","103",""
